CASEID,ehg3_01b,ehg3_02b,ehg3_03b,ehg3_04b,ehg3_05b,eop_200,eop_210,eop_220,eop_230,eop_240,famincg2,ttlincg2
11312, 4,6,6,3,6, 2,1,6,6,6,4,2
11313, 1,6,6,6,6, 1,6,6,6,6,3,2
11314, 1,6,6,6,6, 1,6,6,6,6,2,2
11315, 6,6,6,6,6,96,6,6,6,6,2,2
11316, 1,6,6,6,6,96,6,6,6,6,1,1
11317, 1,6,6,6,6,96,6,6,6,6,6,1
11318, 1,6,6,6,6,96,6,6,6,6,1,1
11319, 2,1,6,6,6, 2,1,6,6,6,1,1
11320, 3,6,2,6,6,96,6,6,6,6,3,3
11321, 6,6,6,6,6, 6,6,6,6,6,3,2
11322, 4,6,6,3,6, 4,6,6,3,6,4,1
11323, 5,6,6,6,6, 5,6,6,6,6,4,4
11324, 6,6,6,6,6,96,6,6,6,6,3,3
11325, 4,6,6,4,6, 4,6,6,4,6,6,4
11326, 2,1,6,6,6, 7,6,6,6,3,1,1
11327, 4,6,6,4,6,96,6,6,6,6,1,1
11328, 6,6,6,6,6, 3,6,2,6,6,6,5
11329, 7,6,6,6,3, 3,6,2,6,6,6,6
11330, 2,1,6,6,6, 2,1,6,6,6,2,1
11331, 1,6,6,6,6, 3,6,2,6,6,4,3
11332, 2,7,6,6,6,96,6,6,6,6,3,1
11333, 7,6,6,6,3,96,6,6,6,6,3,1
11334, 1,6,6,6,6,96,6,6,6,6,6,1
11335, 1,6,6,6,6,97,6,6,6,6,2,2
11336, 3,6,1,6,6, 6,6,6,6,6,6,4
11337, 1,6,6,6,6,96,6,6,6,6,1,1
11338, 6,6,6,6,6, 6,6,6,6,6,6,3
11339, 2,1,6,6,6, 2,1,6,6,6,4,1
11340, 4,6,6,4,6, 7,6,6,6,3,3,3
11341, 3,6,2,6,6, 6,6,6,6,6,4,1
11342, 4,6,6,2,6,96,6,6,6,6,1,1
11343, 6,6,6,6,6, 6,6,6,6,6,6,6
11344, 7,6,6,6,3, 7,6,6,6,3,2,2
11345, 4,6,6,4,6, 2,1,6,6,6,4,3
11346, 2,1,6,6,6, 2,1,6,6,6,1,1
11347, 6,6,6,6,6,96,6,6,6,6,6,2
11348, 4,6,6,3,6,96,6,6,6,6,6,1
11349, 2,1,6,6,6, 4,6,6,3,6,3,2
11350, 4,6,6,4,6, 5,6,6,6,6,6,5
11351, 6,6,6,6,6,96,6,6,6,6,4,4
11352, 7,6,6,6,3, 2,1,6,6,6,2,1
11353, 3,6,2,6,6, 5,6,6,6,6,2,2
11354, 1,6,6,6,6, 1,6,6,6,6,3,2
11355, 1,6,6,6,6,96,6,6,6,6,6,1
11356, 2,2,6,6,6, 1,6,6,6,6,2,1
11357, 6,6,6,6,6, 4,6,6,3,6,6,4
11358, 1,6,6,6,6, 2,2,6,6,6,3,1
11359, 6,6,6,6,6, 7,6,6,6,3,5,3
11360, 2,1,6,6,6, 3,6,2,6,6,5,3
11361, 2,2,6,6,6, 1,6,6,6,6,1,1
11362, 6,6,6,6,6, 2,2,6,6,6,3,1
11363, 1,6,6,6,6,96,6,6,6,6,6,1
11364, 2,1,6,6,6,96,6,6,6,6,1,1
11365, 4,6,6,3,6, 6,6,6,6,6,4,4
11366, 4,6,6,3,6,96,6,6,6,6,4,1
11367, 7,6,6,6,3, 2,1,6,6,6,6,4
11368, 4,6,6,3,6, 1,6,6,6,6,3,2
11369, 2,1,6,6,6,96,6,6,6,6,6,1
11370, 2,1,6,6,6, 7,6,6,6,7,5,2
11371, 7,6,6,6,3,96,6,6,6,6,4,1
11372, 4,6,6,4,6, 2,1,6,6,6,4,4
11373, 4,6,6,4,6, 2,1,6,6,6,4,4
11374, 1,6,6,6,6,96,6,6,6,6,6,1
11375, 3,6,1,6,6, 4,6,6,4,6,4,2
11376, 6,6,6,6,6, 4,6,6,3,6,6,5
11377, 2,1,6,6,6, 5,6,6,6,6,4,2
11378, 4,6,6,3,6, 4,6,6,3,6,1,1
11379, 2,2,6,6,6,96,6,6,6,6,5,2
11380,98,6,6,6,6,96,6,6,6,6,6,6
11381, 4,6,6,3,6, 6,6,6,6,6,6,6
11382, 2,1,6,6,6, 6,6,6,6,6,3,2
11383, 3,6,1,6,6, 4,6,6,3,6,2,1
11384, 2,1,6,6,6, 4,6,6,4,6,3,1
11385, 6,6,6,6,6, 3,6,2,6,6,1,1
11386, 4,6,6,4,6, 7,6,6,6,7,5,2
11387, 1,6,6,6,6, 2,1,6,6,6,3,1
11388, 6,6,6,6,6,96,6,6,6,6,3,3
11389, 6,6,6,6,6, 7,6,6,6,1,6,2
11390, 2,2,6,6,6,96,6,6,6,6,4,1
11391, 2,2,6,6,6, 2,1,6,6,6,4,2
11392, 6,6,6,6,6,96,6,6,6,6,4,4
11393, 2,1,6,6,6, 3,6,2,6,6,2,1
11394, 4,6,6,4,6, 1,6,6,6,6,5,3
11395, 7,6,6,6,3, 7,6,6,6,3,5,3
11396, 3,6,7,6,6, 3,6,2,6,6,4,2
11397, 2,1,6,6,6,96,6,6,6,6,5,1
11398, 2,2,6,6,6,96,6,6,6,6,2,2
11399, 6,6,6,6,6, 6,6,6,6,6,6,4
11400, 4,6,6,4,6, 6,6,6,6,6,4,3
11401, 4,6,6,3,6, 4,6,6,3,6,6,1
11402, 4,6,6,2,6,96,6,6,6,6,1,1
11403, 4,6,6,3,6, 3,6,1,6,6,4,1
11404, 4,6,6,2,6, 4,6,6,2,6,5,4
11405, 4,6,6,3,6,96,6,6,6,6,6,3
11406, 1,6,6,6,6,96,6,6,6,6,3,1
11407, 6,6,6,6,6,96,6,6,6,6,3,3
11408, 6,6,6,6,6, 7,6,6,6,3,3,1
11409, 4,6,6,4,6, 4,6,6,4,6,6,3
11410, 2,1,6,6,6,96,6,6,6,6,1,1
11411, 7,6,6,6,3, 6,6,6,6,6,5,3
11412, 4,6,6,4,6, 4,6,6,4,6,2,1
11413, 2,1,6,6,6,96,6,6,6,6,1,1
11414, 2,2,6,6,6, 2,1,6,6,6,6,3
11415, 6,6,6,6,6,96,6,6,6,6,6,6
11416, 1,6,6,6,6,96,6,6,6,6,1,1
11417, 7,6,6,6,3,96,6,6,6,6,2,2
11418, 6,6,6,6,6, 6,6,6,6,6,6,3
11419, 4,6,6,3,6, 1,6,6,6,6,3,1
11420, 2,1,6,6,6, 2,1,6,6,6,2,2
11421, 2,1,6,6,6, 3,6,2,6,6,6,4
11422, 4,6,6,3,6, 4,6,6,3,6,3,3
11423, 6,6,6,6,6,96,6,6,6,6,3,3
11424, 3,6,2,6,6, 3,6,1,6,6,3,1
11425, 2,2,6,6,6,96,6,6,6,6,1,1
11426, 6,6,6,6,6, 6,6,6,6,6,5,2
11427, 7,6,6,6,3,96,6,6,6,6,2,2
11428, 4,6,6,3,6,97,6,6,6,6,4,4
11429, 6,6,6,6,6, 5,6,6,6,6,4,2
11430, 6,6,6,6,6,96,6,6,6,6,6,5
11431, 4,6,6,3,6, 4,6,6,4,6,5,1
11432, 6,6,6,6,6,96,6,6,6,6,3,3
11433, 6,6,6,6,6, 4,6,6,4,6,6,1
11434, 7,6,6,6,3, 6,6,6,6,6,6,6
11435, 2,1,6,6,6,96,6,6,6,6,3,1
11436, 1,6,6,6,6,96,6,6,6,6,2,1
11437, 1,6,6,6,6,96,6,6,6,6,2,2
11438, 1,6,6,6,6,96,6,6,6,6,1,1
11439, 7,6,6,6,3, 7,6,6,6,4,6,4
11440, 4,6,6,4,6, 6,6,6,6,6,5,3
11441, 1,6,6,6,6,96,6,6,6,6,1,1
11442, 3,6,1,6,6, 6,6,6,6,6,6,3
11443, 4,6,6,3,6, 2,1,6,6,6,4,3
11444, 6,6,6,6,6, 4,6,6,3,6,2,1
11445, 6,6,6,6,6,96,6,6,6,6,3,3
11446, 4,6,6,3,6,96,6,6,6,6,1,1
11447, 1,6,6,6,6, 1,6,6,6,6,2,1
11448, 6,6,6,6,6,96,6,6,6,6,4,4
11449, 7,6,6,6,3, 2,7,6,6,6,3,3
11450, 1,6,6,6,6, 4,6,6,4,6,5,2
11451, 4,6,6,4,6, 6,6,6,6,6,4,4
11452, 2,1,6,6,6,96,6,6,6,6,3,3
11453, 6,6,6,6,6, 7,6,6,6,3,6,2
11454, 3,6,1,6,6, 2,1,6,6,6,6,4
11455, 1,6,6,6,6, 1,6,6,6,6,1,1
11456, 6,6,6,6,6,96,6,6,6,6,6,2
11457, 6,6,6,6,6, 6,6,6,6,6,6,4
11458, 6,6,6,6,6,96,6,6,6,6,3,3
11459, 2,1,6,6,6,96,6,6,6,6,2,2
11460, 2,1,6,6,6, 2,1,6,6,6,6,3
11461, 2,1,6,6,6, 5,6,6,6,6,3,2
11462, 6,6,6,6,6, 6,6,6,6,6,6,4
11463, 1,6,6,6,6,96,6,6,6,6,1,1
11464, 2,1,6,6,6, 4,6,6,4,6,4,1
11465, 4,6,6,3,6, 2,7,6,6,6,6,3
11466, 2,2,6,6,6,96,6,6,6,6,1,1
11467, 1,6,6,6,6,96,6,6,6,6,1,1
11468, 5,6,6,6,6, 5,6,6,6,6,5,4
11469, 1,6,6,6,6,96,6,6,6,6,3,1
11470, 4,6,6,4,6, 2,2,6,6,6,5,1
11471, 4,6,6,3,6, 6,6,6,6,6,6,1
11472, 6,6,6,6,6, 3,6,2,6,6,2,1
11473, 7,6,6,6,3,96,6,6,6,6,3,3
11474, 4,6,6,3,6, 5,6,6,6,6,6,6
11475, 2,2,6,6,6, 2,1,6,6,6,3,3
11476, 2,2,6,6,6,97,6,6,6,6,2,1
11477, 2,1,6,6,6, 2,1,6,6,6,6,2
11478, 6,6,6,6,6, 5,6,6,6,6,6,5
11479, 2,1,6,6,6,96,6,6,6,6,2,2
11480, 7,6,6,6,3, 7,6,6,6,3,6,4
11481, 4,6,6,2,6, 3,6,2,6,6,3,1
11482, 2,1,6,6,6,96,6,6,6,6,2,2
11483, 4,6,6,3,6, 4,6,6,3,6,5,4
11484, 4,6,6,3,6,96,6,6,6,6,1,1
11485, 7,6,6,6,3,96,6,6,6,6,2,2
11486, 2,1,6,6,6,96,6,6,6,6,2,2
11487, 4,6,6,2,6,96,6,6,6,6,2,2
11488, 4,6,6,2,6,96,6,6,6,6,1,1
11489, 7,6,6,6,4,99,6,6,6,6,4,2
11490, 7,6,6,6,3, 2,1,6,6,6,4,3
11491, 2,1,6,6,6, 1,6,6,6,6,6,2
11492, 4,6,6,3,6, 4,6,6,4,6,6,1
11493, 2,1,6,6,6, 3,6,1,6,6,3,1
11494, 1,6,6,6,6,96,6,6,6,6,1,1
11495, 6,6,6,6,6, 6,6,6,6,6,3,1
11496, 7,6,6,6,1, 4,6,6,3,6,3,3
11497, 1,6,6,6,6,96,6,6,6,6,1,1
11498, 2,1,6,6,6,96,6,6,6,6,2,2
11499, 3,6,2,6,6, 5,6,6,6,6,1,1
11500, 4,6,6,4,6,96,6,6,6,6,2,2
11501, 2,1,6,6,6,96,6,6,6,6,1,1
11502, 6,6,6,6,6, 4,6,6,4,6,2,2
11503, 4,6,6,3,6, 5,6,6,6,6,6,3
11504, 4,6,6,2,6,96,6,6,6,6,2,2
11505, 4,6,6,2,6,97,6,6,6,6,6,1
11506, 2,1,6,6,6,96,6,6,6,6,6,1
11507, 2,1,6,6,6,96,6,6,6,6,3,3
11508, 7,6,6,6,3,96,6,6,6,6,6,6
11509, 7,6,6,6,3, 6,6,6,6,6,3,1
11510, 6,6,6,6,6,96,6,6,6,6,6,2
11511, 4,6,6,4,6, 4,6,6,4,6,6,2
11512, 5,6,6,6,6, 7,6,6,6,3,5,3
11513, 4,6,6,4,6, 6,6,6,6,6,3,1
11514, 2,1,6,6,6, 5,6,6,6,6,2,1
11515, 6,6,6,6,6,96,6,6,6,6,3,3
11516, 2,1,6,6,6,96,6,6,6,6,1,1
11517, 2,1,6,6,6,96,6,6,6,6,1,1
11518, 7,6,6,6,3, 6,6,6,6,6,6,4
11519, 6,6,6,6,6,96,6,6,6,6,4,4
11520, 3,6,1,6,6, 2,1,6,6,6,2,2
11521,99,6,6,6,6,99,6,6,6,6,2,1
11522, 6,6,6,6,6,96,6,6,6,6,4,4
11523, 3,6,1,6,6, 2,1,6,6,6,3,2
11524, 4,6,6,4,6, 7,6,6,6,3,3,2
11525, 6,6,6,6,6,96,6,6,6,6,2,2
11526, 2,1,6,6,6, 2,1,6,6,6,4,1
11527, 4,6,6,4,6,96,6,6,6,6,1,1
11528, 2,1,6,6,6,96,6,6,6,6,3,3
11529, 4,6,6,3,6, 7,6,6,6,4,4,1
11530, 3,6,1,6,6,96,6,6,6,6,2,2
11531, 6,6,6,6,6, 6,6,6,6,6,6,4
11532, 7,6,6,6,4, 6,6,6,6,6,5,2
11533, 6,6,6,6,6, 6,6,6,6,6,5,1
11534, 4,6,6,3,6, 1,6,6,6,6,2,1
11535, 4,6,6,3,6, 4,6,6,4,6,4,3
11536, 6,6,6,6,6,96,6,6,6,6,2,2
11537, 6,6,6,6,6, 6,6,6,6,6,4,3
11538, 3,6,2,6,6, 3,6,1,6,6,3,2
11539, 1,6,6,6,6, 1,6,6,6,6,2,1
11540, 5,6,6,6,6, 4,6,6,3,6,3,2
11541, 3,6,2,6,6, 6,6,6,6,6,3,3
11542, 4,6,6,4,6,96,6,6,6,6,2,2
11543, 7,6,6,6,3, 6,6,6,6,6,6,3
11544, 2,1,6,6,6, 4,6,6,4,6,4,2
11545, 1,6,6,6,6, 1,6,6,6,6,2,2
11546, 2,1,6,6,6,96,6,6,6,6,2,2
11547, 3,6,2,6,6, 2,1,6,6,6,2,2
11548, 1,6,6,6,6, 7,6,6,6,3,6,1
11549, 4,6,6,4,6, 7,6,6,6,3,5,2
11550, 3,6,2,6,6,96,6,6,6,6,1,1
11551, 7,6,6,6,1, 7,6,6,6,3,5,3
11552, 3,6,2,6,6,96,6,6,6,6,6,2
11553, 6,6,6,6,6, 4,6,6,3,6,4,2
11554, 2,1,6,6,6, 5,6,6,6,6,5,1
11555, 2,2,6,6,6, 2,1,6,6,6,5,1
11556, 2,1,6,6,6, 2,1,6,6,6,3,1
11557, 4,6,6,8,6,98,6,6,6,6,6,3
11558, 3,6,1,6,6, 2,1,6,6,6,4,3
11559, 3,6,2,6,6,96,6,6,6,6,2,2
11560, 6,6,6,6,6, 2,1,6,6,6,6,1
11561, 6,6,6,6,6, 4,6,6,4,6,3,1
11562, 2,2,6,6,6,96,6,6,6,6,1,1
11563, 6,6,6,6,6,96,6,6,6,6,2,2
11564, 1,6,6,6,6,96,6,6,6,6,2,2
11565, 1,6,6,6,6,96,6,6,6,6,2,1
11566, 7,6,6,6,3,96,6,6,6,6,3,2
11567, 7,6,6,6,3, 4,6,6,4,6,6,4
11568, 1,6,6,6,6,96,6,6,6,6,2,2
11569, 4,6,6,4,6, 4,6,6,3,6,6,6
11570, 6,6,6,6,6, 6,6,6,6,6,5,4
11571, 3,6,2,6,6, 6,6,6,6,6,4,3
11572, 1,6,6,6,6,96,6,6,6,6,2,2
11573, 2,2,6,6,6,96,6,6,6,6,2,2
11574, 6,6,6,6,6, 6,6,6,6,6,6,3
11575, 2,1,6,6,6,96,6,6,6,6,1,1
11576, 4,6,6,2,6, 2,1,6,6,6,3,1
11577, 4,6,6,4,6, 6,6,6,6,6,3,2
11578, 6,6,6,6,6, 6,6,6,6,6,5,1
11579, 2,1,6,6,6, 4,6,6,7,6,5,4
11580, 2,1,6,6,6, 2,1,6,6,6,3,1
11581, 7,6,6,6,3, 3,6,1,6,6,6,4
11582, 2,1,6,6,6, 2,1,6,6,6,6,2
11583, 7,6,6,6,3, 7,6,6,6,3,4,4
11584, 4,6,6,4,6, 6,6,6,6,6,2,2
11585, 4,6,6,2,6, 4,6,6,7,6,2,2
11586,99,6,6,6,6,99,6,6,6,6,4,1
11587, 2,2,6,6,6, 4,6,6,3,6,6,6
11588, 4,6,6,3,6, 3,6,2,6,6,3,1
11589, 7,6,6,6,4,96,6,6,6,6,5,5
11590, 6,6,6,6,6,96,6,6,6,6,2,2
11591, 6,6,6,6,6, 2,1,6,6,6,2,1
11592, 4,6,6,4,6,96,6,6,6,6,5,5
11593, 7,6,6,6,1, 5,6,6,6,6,3,2
11594, 5,6,6,6,6, 7,6,6,6,2,6,4
11595, 1,6,6,6,6,96,6,6,6,6,2,2
11596, 4,6,6,3,6, 2,1,6,6,6,6,1
11597, 1,6,6,6,6,96,6,6,6,6,3,3
11598, 2,1,6,6,6,96,6,6,6,6,2,2
11599, 2,1,6,6,6, 2,1,6,6,6,2,1
11600, 1,6,6,6,6,96,6,6,6,6,1,1
11601, 2,1,6,6,6, 1,6,6,6,6,2,2
11602, 6,6,6,6,6,96,6,6,6,6,2,2
11603, 4,6,6,3,6, 6,6,6,6,6,6,2
11604, 1,6,6,6,6, 2,1,6,6,6,4,2
11605, 1,6,6,6,6,96,6,6,6,6,1,1
11606, 7,6,6,6,3, 6,6,6,6,6,5,3
11607, 6,6,6,6,6, 7,6,6,6,3,6,2
11608, 7,6,6,6,3, 7,6,6,6,3,6,3
11609, 4,6,6,3,6, 4,6,6,4,6,6,2
11610, 2,1,6,6,6, 2,1,6,6,6,2,2
11611, 4,6,6,3,6, 2,1,6,6,6,5,2
11612, 2,2,6,6,6,96,6,6,6,6,2,2
11613, 2,1,6,6,6, 1,6,6,6,6,2,1
11614, 3,6,1,6,6, 4,6,6,3,6,1,1
11615, 3,6,1,6,6,96,6,6,6,6,2,2
11616, 4,6,6,2,6, 2,1,6,6,6,3,1
11617, 6,6,6,6,6, 2,1,6,6,6,2,2
11618, 4,6,6,2,6, 4,6,6,3,6,4,1
11619, 7,6,6,6,3,96,6,6,6,6,4,4
11620, 2,1,6,6,6, 2,1,6,6,6,3,2
11621, 2,1,6,6,6,96,6,6,6,6,1,1
11622, 2,1,6,6,6, 2,1,6,6,6,4,2
11623, 3,6,1,6,6, 3,6,2,6,6,2,2
11624, 6,6,6,6,6, 7,6,6,6,4,6,3
11625, 4,6,6,3,6,96,6,6,6,6,1,1
11626, 7,6,6,6,3, 7,6,6,6,3,6,3
11627, 2,1,6,6,6,96,6,6,6,6,1,1
11628, 4,6,6,3,6, 1,6,6,6,6,4,2
11629, 4,6,6,3,6,97,6,6,6,6,2,1
11630, 6,6,6,6,6, 6,6,6,6,6,6,5
11631, 6,6,6,6,6, 4,6,6,3,6,2,1
11632, 4,6,6,3,6, 4,6,6,2,6,2,1
11633,99,6,6,6,6,96,6,6,6,6,1,1
11634, 2,2,6,6,6, 2,1,6,6,6,5,4
11635, 6,6,6,6,6, 7,6,6,6,4,5,1
11636, 2,1,6,6,6,96,6,6,6,6,3,3
11637, 2,1,6,6,6, 7,6,6,6,4,6,6
11638, 2,1,6,6,6, 2,1,6,6,6,5,3
11639, 4,6,6,3,6,96,6,6,6,6,1,1
11640,99,6,1,6,6, 6,6,6,6,6,4,3
11641, 1,6,6,6,6,96,6,6,6,6,1,1
11642, 6,6,6,6,6, 6,6,6,6,6,2,1
11643, 4,6,6,1,6,97,6,6,6,6,2,2
11644, 2,1,6,6,6,96,6,6,6,6,1,1
11645, 3,6,1,6,6, 2,1,6,6,6,4,3
11646, 5,6,6,6,6, 1,6,6,6,6,3,2
11647, 4,6,6,3,6, 7,6,6,6,1,4,2
11648, 2,1,6,6,6, 4,6,6,4,6,4,2
11649, 3,6,1,6,6,96,6,6,6,6,3,3
11650, 6,6,6,6,6, 6,6,6,6,6,1,1
11651, 1,6,6,6,6,96,6,6,6,6,1,1
11652, 1,6,6,6,6,96,6,6,6,6,2,2
11653, 6,6,6,6,6,96,6,6,6,6,3,3
11654, 4,6,6,4,6, 7,6,6,6,3,6,6
11655, 7,6,6,6,3, 4,6,6,3,6,3,2
11656, 6,6,6,6,6,96,6,6,6,6,4,2
11657, 6,6,6,6,6,96,6,6,6,6,3,3
11658, 2,1,6,6,6,96,6,6,6,6,1,1
11659, 3,6,1,6,6,96,6,6,6,6,2,2
11660, 7,6,6,6,3,96,6,6,6,6,3,3
11661, 6,6,6,6,6, 6,6,6,6,6,2,1
11662, 1,6,6,6,6,96,6,6,6,6,3,1
11663, 2,1,6,6,6, 1,6,6,6,6,2,2
11664, 6,6,6,6,6, 7,6,6,6,3,6,3
11665, 3,6,2,6,6, 1,6,6,6,6,5,1
11666, 6,6,6,6,6, 6,6,6,6,6,6,6
11667, 6,6,6,6,6,96,6,6,6,6,4,3
11668, 6,6,6,6,6, 6,6,6,6,6,6,4
11669, 4,6,6,3,6,96,6,6,6,6,1,1
11670, 2,1,6,6,6, 3,6,1,6,6,3,2
11671, 2,1,6,6,6,96,6,6,6,6,4,1
11672, 1,6,6,6,6,96,6,6,6,6,1,1
11673, 4,6,6,2,6, 2,1,6,6,6,3,3
11674, 4,6,6,4,6, 7,6,6,6,3,2,2
11675, 2,1,6,6,6,96,6,6,6,6,2,2
11676, 3,6,1,6,6, 3,6,1,6,6,3,2
11677, 7,6,6,6,3, 4,6,6,3,6,4,2
11678, 4,6,6,2,6, 1,6,6,6,6,4,3
11679, 2,1,6,6,6, 2,1,6,6,6,5,1
11680, 3,6,1,6,6,96,6,6,6,6,2,2
11681, 2,1,6,6,6, 5,6,6,6,6,6,3
11682, 5,6,6,6,6, 4,6,6,4,6,3,2
11683, 7,6,6,6,3, 6,6,6,6,6,6,3
11684, 6,6,6,6,6,96,6,6,6,6,2,2
11685, 3,6,1,6,6,96,6,6,6,6,3,3
11686, 2,1,6,6,6, 5,6,6,6,6,6,6
11687, 6,6,6,6,6, 6,6,6,6,6,6,6
11688, 6,6,6,6,6, 7,6,6,6,3,6,3
11689, 3,6,1,6,6, 2,1,6,6,6,5,3
11690, 3,6,2,6,6, 3,6,2,6,6,5,4
11691, 3,6,2,6,6, 4,6,6,4,6,6,3
11692, 2,1,6,6,6,96,6,6,6,6,3,3
11693, 7,6,6,6,1, 2,1,6,6,6,3,1
11694, 5,6,6,6,6,99,6,6,6,6,5,3
11695, 2,1,6,6,6, 4,6,6,3,6,3,1
11696, 4,6,6,4,6, 5,6,6,6,6,5,3
11697, 6,6,6,6,6,96,6,6,6,6,3,3
11698, 4,6,6,4,6, 6,6,6,6,6,4,2
11699, 1,6,6,6,6, 2,2,6,6,6,2,1
11700, 6,6,6,6,6, 4,6,6,3,6,6,5
11701, 2,1,6,6,6, 4,6,6,3,6,6,5
11702, 2,1,6,6,6, 1,6,6,6,6,3,3
11703, 7,6,6,6,1, 7,6,6,6,4,6,4
11704, 1,6,6,6,6, 1,6,6,6,6,2,1
11705, 4,6,6,3,6,96,6,6,6,6,4,4
11706, 7,6,6,6,3,96,6,6,6,6,5,5
11707, 6,6,6,6,6, 2,1,6,6,6,3,2
11708, 4,6,6,3,6,96,6,6,6,6,2,2
11709, 2,1,6,6,6,96,6,6,6,6,2,2
11710, 4,6,6,4,6, 2,1,6,6,6,3,2
11711, 4,6,6,3,6,96,6,6,6,6,1,1
11712, 7,6,6,6,3, 7,6,6,6,3,4,4
11713, 7,6,6,6,3, 7,6,6,6,3,6,3
11714, 2,2,6,6,6, 2,2,6,6,6,6,2
11715, 1,6,6,6,6, 2,1,6,6,6,4,2
11716, 4,6,6,2,6, 1,6,6,6,6,5,3
11717, 3,6,2,6,6,96,6,6,6,6,2,2
11718, 1,6,6,6,6,96,6,6,6,6,4,1
11719, 4,6,6,2,6, 2,1,6,6,6,4,2
11720, 1,6,6,6,6,96,6,6,6,6,2,1
11721, 1,6,6,6,6,96,6,6,6,6,2,2
11722, 2,2,6,6,6, 3,6,2,6,6,4,2
11723, 1,6,6,6,6,96,6,6,6,6,1,1
11724, 3,6,2,6,6,96,6,6,6,6,1,1
11725, 2,1,6,6,6, 3,6,2,6,6,6,5
11726, 1,6,6,6,6,96,6,6,6,6,2,2
11727, 2,1,6,6,6,96,6,6,6,6,1,1
11728, 6,6,6,6,6, 2,1,6,6,6,6,2
11729, 6,6,6,6,6, 6,6,6,6,6,6,2
11730, 1,6,6,6,6, 1,6,6,6,6,2,1
11731, 3,6,1,6,6, 6,6,6,6,6,5,2
11732, 3,6,1,6,6, 2,1,6,6,6,5,4
11733, 3,6,1,6,6,97,6,6,6,6,3,2
11734, 4,6,6,3,6, 6,6,6,6,6,6,3
11735, 1,6,6,6,6, 2,1,6,6,6,2,1
11736, 3,6,1,6,6, 1,6,6,6,6,3,2
11737,99,6,6,6,6, 6,6,6,6,6,1,1
11738, 2,1,6,6,6,96,6,6,6,6,1,1
11739, 6,6,6,6,6, 6,6,6,6,6,5,3
11740, 4,6,6,3,6, 2,1,6,6,6,6,5
11741, 4,6,6,4,6, 1,6,6,6,6,3,2
11742, 7,6,6,6,3, 5,6,6,6,6,4,4
11743, 5,6,6,6,6,96,6,6,6,6,1,1
11744, 2,1,6,6,6, 2,1,6,6,6,4,4
11745, 4,6,6,4,6, 2,1,6,6,6,5,3
11746, 2,1,6,6,6,96,6,6,6,6,6,2
11747, 2,2,6,6,6,96,6,6,6,6,1,1
11748, 2,1,6,6,6, 1,6,6,6,6,3,1
11749, 3,6,1,6,6, 4,6,6,4,6,3,1
11750, 2,1,6,6,6, 2,1,6,6,6,3,2
11751, 6,6,6,6,6,96,6,6,6,6,5,5
11752, 3,6,2,6,6,96,6,6,6,6,2,2
11753, 2,1,6,6,6, 2,1,6,6,6,1,1
11754, 4,6,6,2,6,96,6,6,6,6,1,1
11755, 2,2,6,6,6, 3,6,2,6,6,3,1
11756, 1,6,6,6,6,96,6,6,6,6,1,1
11757, 6,6,6,6,6, 4,6,6,3,6,5,1
11758, 2,1,6,6,6,97,6,6,6,6,5,2
11759, 4,6,6,3,6, 5,6,6,6,6,6,1
11760, 1,6,6,6,6, 2,1,6,6,6,2,1
11761,99,6,6,6,6,99,6,6,6,6,6,6
11762, 4,6,6,4,6, 4,6,6,4,6,5,4
11763, 7,6,6,6,3, 6,6,6,6,6,6,3
11764, 1,6,6,6,6,96,6,6,6,6,6,1
11765, 6,6,6,6,6,96,6,6,6,6,1,1
11766, 2,1,6,6,6, 6,6,6,6,6,4,2
11767, 7,6,6,6,4,96,6,6,6,6,5,5
11768, 6,6,6,6,6, 4,6,6,4,6,5,3
11769, 6,6,6,6,6,96,6,6,6,6,3,3
11770, 6,6,6,6,6,97,6,6,6,6,2,2
11771, 6,6,6,6,6,96,6,6,6,6,6,3
11772, 4,6,6,2,6, 2,1,6,6,6,5,3
11773, 6,6,6,6,6, 6,6,6,6,6,3,3
11774, 6,6,6,6,6, 4,6,6,2,6,6,6
11775, 2,1,6,6,6,96,6,6,6,6,2,2
11776, 4,6,6,3,6, 2,1,6,6,6,6,2
11777, 2,1,6,6,6, 4,6,6,7,6,6,5
11778, 6,6,6,6,6, 5,6,6,6,6,4,1
11779, 1,6,6,6,6, 1,6,6,6,6,2,1
11780, 3,6,1,6,6, 6,6,6,6,6,3,2
11781, 2,1,6,6,6, 2,1,6,6,6,6,4
11782, 6,6,6,6,6,96,6,6,6,6,3,3
11783, 2,1,6,6,6, 2,1,6,6,6,5,2
11784, 1,6,6,6,6,97,6,6,6,6,3,2
11785, 4,6,6,4,6, 2,1,6,6,6,2,2
11786, 5,6,6,6,6,96,6,6,6,6,2,2
11787, 4,6,6,2,6,96,6,6,6,6,2,2
11788, 5,6,6,6,6,96,6,6,6,6,2,2
11789, 5,6,6,6,6, 7,6,6,6,7,3,3
11790, 3,6,2,6,6,96,6,6,6,6,3,3
11791, 1,6,6,6,6, 1,6,6,6,6,6,4
11792, 2,1,6,6,6, 4,6,6,4,6,6,1
11793, 2,1,6,6,6, 2,1,6,6,6,3,3
11794, 2,1,6,6,6,96,6,6,6,6,1,1
11795, 2,1,6,6,6,96,6,6,6,6,1,1
11796, 6,6,6,6,6,96,6,6,6,6,2,2
11797, 2,1,6,6,6,96,6,6,6,6,1,1
