CASEID,ehg3_01b,ehg3_02b,ehg3_03b,ehg3_04b,ehg3_05b,eop_200,eop_210,eop_220,eop_230,eop_240,famincg2,ttlincg2
 4304, 2,1,6,6,6, 2,1,6,6,6,2,1
 4305, 2,1,6,6,6,97,6,6,6,6,3,2
 4306, 2,1,6,6,6, 5,6,6,6,6,3,2
 4307, 2,1,6,6,6, 2,1,6,6,6,2,2
 4308, 6,6,6,6,6,96,6,6,6,6,2,2
 4309, 6,6,6,6,6, 2,1,6,6,6,5,3
 4310, 6,6,6,6,6, 6,6,6,6,6,6,1
 4311, 7,6,6,6,3, 6,6,6,6,6,2,2
 4312, 2,1,6,6,6,96,6,6,6,6,1,1
 4313, 4,6,6,2,6, 6,6,6,6,6,6,4
 4314, 4,6,6,3,6,96,6,6,6,6,2,2
 4315, 4,6,6,3,6,96,6,6,6,6,4,2
 4316, 4,6,6,4,6, 3,6,2,6,6,5,5
 4317, 2,2,6,6,6, 4,6,6,3,6,5,3
 4318, 1,6,6,6,6, 1,6,6,6,6,3,2
 4319, 6,6,6,6,6, 6,6,6,6,6,4,2
 4320, 6,6,6,6,6, 7,6,6,6,3,3,3
 4321, 4,6,6,3,6, 4,6,6,3,6,3,3
 4322, 1,6,6,6,6, 1,6,6,6,6,3,2
 4323, 6,6,6,6,6, 6,6,6,6,6,4,1
 4324,97,6,6,6,6, 1,6,6,6,6,3,2
 4325, 7,6,6,6,3,96,6,6,6,6,1,1
 4326, 1,6,6,6,6,96,6,6,6,6,6,1
 4327, 4,6,6,4,6,96,6,6,6,6,2,2
 4328, 4,6,6,4,6,97,6,6,6,6,1,1
 4329, 2,2,6,6,6, 2,1,6,6,6,4,3
 4330, 1,6,6,6,6,96,6,6,6,6,2,2
 4331, 1,6,6,6,6, 1,6,6,6,6,2,1
 4332, 2,1,6,6,6,96,6,6,6,6,2,2
 4333, 7,6,6,6,1, 6,6,6,6,6,6,6
 4334, 1,6,6,6,6, 4,6,6,7,6,2,1
 4335, 4,6,6,3,6,96,6,6,6,6,1,1
 4336, 2,1,6,6,6, 1,6,6,6,6,6,3
 4337, 4,6,6,4,6, 2,1,6,6,6,4,2
 4338, 7,6,6,6,1,96,6,6,6,6,1,1
 4339, 4,6,6,2,6, 5,6,6,6,6,3,2
 4340, 3,6,1,6,6,96,6,6,6,6,3,3
 4341, 6,6,6,6,6,96,6,6,6,6,4,4
 4342, 4,6,6,2,6, 2,2,6,6,6,6,4
 4343, 6,6,6,6,6,96,6,6,6,6,5,5
 4344, 2,1,6,6,6, 4,6,6,3,6,4,2
 4345, 1,6,6,6,6,96,6,6,6,6,2,2
 4346, 1,6,6,6,6, 1,6,6,6,6,2,1
 4347, 1,6,6,6,6, 2,2,6,6,6,2,2
 4348, 1,6,6,6,6, 3,6,2,6,6,3,1
 4349, 6,6,6,6,6,97,6,6,6,6,3,1
 4350, 4,6,6,4,6, 5,6,6,6,6,6,4
 4351, 3,6,2,6,6,97,6,6,6,6,2,2
 4352, 5,6,6,6,6, 5,6,6,6,6,3,1
 4353, 2,1,6,6,6, 1,6,6,6,6,3,1
 4354, 1,6,6,6,6,96,6,6,6,6,2,2
 4355, 2,1,6,6,6,96,6,6,6,6,2,2
 4356, 1,6,6,6,6,96,6,6,6,6,1,1
 4357, 1,6,6,6,6,96,6,6,6,6,3,3
 4358, 3,6,1,6,6,96,6,6,6,6,3,3
 4359, 6,6,6,6,6, 1,6,6,6,6,6,4
 4360, 6,6,6,6,6, 6,6,6,6,6,6,4
 4361, 1,6,6,6,6, 1,6,6,6,6,2,1
 4362, 2,1,6,6,6, 2,1,6,6,6,2,2
 4363, 4,6,6,4,6, 4,6,6,4,6,3,1
 4364, 3,6,2,6,6,96,6,6,6,6,3,3
 4365, 3,6,2,6,6,96,6,6,6,6,4,4
 4366, 4,6,6,3,6, 2,1,6,6,6,5,3
 4367, 1,6,6,6,6,96,6,6,6,6,1,1
 4368, 4,6,6,2,6, 1,6,6,6,6,3,1
 4369, 2,1,6,6,6, 6,6,6,6,6,6,3
 4370, 4,6,6,3,6,96,6,6,6,6,2,2
 4371, 1,6,6,6,6, 2,1,6,6,6,2,1
 4372, 2,1,6,6,6, 4,6,6,3,6,6,1
 4373, 6,6,6,6,6, 7,6,6,6,1,6,4
 4374, 2,1,6,6,6, 2,1,6,6,6,3,3
 4375, 4,6,6,4,6, 6,6,6,6,6,6,1
 4376, 2,1,6,6,6, 2,2,6,6,6,2,2
 4377, 2,1,6,6,6,96,6,6,6,6,1,1
 4378, 6,6,6,6,6, 6,6,6,6,6,5,4
 4379, 6,6,6,6,6, 3,6,2,6,6,3,1
 4380, 4,6,6,4,6, 2,1,6,6,6,6,4
 4381, 2,1,6,6,6, 6,6,6,6,6,5,1
 4382, 7,6,6,6,3, 7,6,6,6,3,6,4
 4383, 6,6,6,6,6, 4,6,6,3,6,6,3
 4384, 2,1,6,6,6, 2,1,6,6,6,6,3
 4385, 4,6,6,4,6, 4,6,6,7,6,3,3
 4386, 6,6,6,6,6, 6,6,6,6,6,3,3
 4387, 2,1,6,6,6, 2,1,6,6,6,4,2
 4388, 4,6,6,4,6,96,6,6,6,6,6,3
 4389, 1,6,6,6,6,96,6,6,6,6,2,1
 4390, 6,6,6,6,6,96,6,6,6,6,2,2
 4391, 4,6,6,4,6,96,6,6,6,6,6,2
 4392, 4,6,6,4,6, 3,6,2,6,6,6,3
 4393, 2,1,6,6,6, 4,6,6,4,6,5,2
 4394, 4,6,6,3,6, 4,6,6,3,6,6,6
 4395, 4,6,6,4,6, 4,6,6,3,6,3,2
 4396, 4,6,6,2,6, 4,6,6,3,6,3,2
 4397, 6,6,6,6,6,96,6,6,6,6,3,3
 4398, 6,6,6,6,6,96,6,6,6,6,2,2
 4399, 4,6,6,3,6,96,6,6,6,6,6,3
 4400, 3,6,2,6,6,96,6,6,6,6,2,2
 4401, 1,6,6,6,6, 6,6,6,6,6,6,2
 4402, 4,6,6,3,6, 7,6,6,6,3,2,2
 4403, 1,6,6,6,6,96,6,6,6,6,1,1
 4404, 4,6,6,3,6, 2,1,6,6,6,6,4
 4405, 2,1,6,6,6,96,6,6,6,6,1,1
 4406, 4,6,6,3,6,96,6,6,6,6,5,1
 4407, 6,6,6,6,6, 6,6,6,6,6,4,4
 4408, 7,6,6,6,3,96,6,6,6,6,2,2
 4409, 2,1,6,6,6, 7,6,6,6,1,6,2
 4410, 1,6,6,6,6,96,6,6,6,6,1,1
 4411, 6,6,6,6,6, 6,6,6,6,6,6,6
 4412, 4,6,6,4,6,96,6,6,6,6,1,1
 4413, 1,6,6,6,6, 1,6,6,6,6,1,1
 4414, 7,6,6,6,4,96,6,6,6,6,6,6
 4415, 2,1,6,6,6,96,6,6,6,6,3,3
 4416, 4,6,6,3,6,96,6,6,6,6,1,1
 4417, 2,1,6,6,6,96,6,6,6,6,2,2
 4418, 2,1,6,6,6, 6,6,6,6,6,4,2
 4419, 1,6,6,6,6, 4,6,6,4,6,1,1
 4420, 1,6,6,6,6,96,6,6,6,6,1,1
 4421, 6,6,6,6,6, 2,2,6,6,6,6,3
 4422, 6,6,6,6,6, 4,6,6,4,6,5,3
 4423, 6,6,6,6,6, 4,6,6,3,6,5,3
 4424, 6,6,6,6,6, 6,6,6,6,6,6,6
 4425, 6,6,6,6,6, 4,6,6,3,6,5,4
 4426, 2,1,6,6,6,96,6,6,6,6,1,1
 4427, 6,6,6,6,6, 4,6,6,3,6,6,4
 4428, 4,6,6,3,6,96,6,6,6,6,4,4
 4429, 2,1,6,6,6, 5,6,6,6,6,4,2
 4430, 2,1,6,6,6, 1,6,6,6,6,1,1
 4431, 1,6,6,6,6, 2,2,6,6,6,2,1
 4432, 6,6,6,6,6, 7,6,6,6,3,1,1
 4433, 2,1,6,6,6, 1,6,6,6,6,5,5
 4434, 1,6,6,6,6, 1,6,6,6,6,2,2
 4435, 4,6,6,3,6, 6,6,6,6,6,5,1
 4436, 7,6,6,6,3, 4,6,6,4,6,4,3
 4437, 1,6,6,6,6, 2,1,6,6,6,5,3
 4438, 2,1,6,6,6,96,6,6,6,6,2,2
 4439, 3,6,1,6,6,96,6,6,6,6,2,2
 4440, 4,6,6,3,6, 4,6,6,2,6,2,1
 4441,99,6,6,6,6,97,6,6,6,6,6,1
 4442, 4,6,6,7,6, 1,6,6,6,6,3,2
 4443, 2,1,6,6,6,97,6,6,6,6,3,2
 4444, 3,6,2,6,6,96,6,6,6,6,2,2
 4445, 1,6,6,6,6,96,6,6,6,6,1,1
 4446, 2,1,6,6,6, 4,6,6,2,6,3,2
 4447, 4,6,6,4,6, 3,6,1,6,6,3,2
 4448, 3,6,2,6,6, 2,1,6,6,6,3,2
 4449, 3,6,2,6,6,96,6,6,6,6,2,2
 4450, 4,6,6,3,6,96,6,6,6,6,4,4
 4451, 2,1,6,6,6, 2,2,6,6,6,5,3
 4452, 1,6,6,6,6,96,6,6,6,6,2,2
 4453, 1,6,6,6,6, 3,6,1,6,6,2,1
 4454, 1,6,6,6,6,96,6,6,6,6,2,2
 4455, 2,1,6,6,6,96,6,6,6,6,2,2
 4456, 6,6,6,6,6, 4,6,6,4,6,4,4
 4457, 7,6,6,6,3, 2,1,6,6,6,4,2
 4458, 2,1,6,6,6, 1,6,6,6,6,6,1
 4459, 4,6,6,3,6, 3,6,2,6,6,2,1
 4460, 6,6,6,6,6, 7,6,6,6,3,6,4
 4461, 3,6,1,6,6,96,6,6,6,6,6,2
 4462, 1,6,6,6,6, 1,6,6,6,6,2,1
 4463, 7,6,6,6,3,96,6,6,6,6,2,2
 4464, 6,6,6,6,6, 2,7,6,6,6,2,2
 4465, 7,6,6,6,3, 4,6,6,3,6,3,1
 4466, 6,6,6,6,6,96,6,6,6,6,2,2
 4467, 1,6,6,6,6,96,6,6,6,6,1,1
 4468, 3,6,2,6,6, 3,6,2,6,6,2,1
 4469, 5,6,6,6,6, 3,6,2,6,6,6,3
 4470, 5,6,6,6,6, 2,1,6,6,6,3,2
 4471, 2,1,6,6,6,96,6,6,6,6,3,3
 4472, 4,6,6,4,6, 1,6,6,6,6,3,2
 4473, 5,6,6,6,6, 2,1,6,6,6,3,3
 4474, 2,1,6,6,6,99,6,6,6,6,4,2
 4475, 6,6,6,6,6,96,6,6,6,6,3,3
 4476, 6,6,6,6,6, 2,1,6,6,6,6,3
 4477, 2,1,6,6,6, 2,2,6,6,6,3,2
 4478, 7,6,6,6,1,97,6,6,6,6,5,2
 4479, 3,6,2,6,6, 3,6,1,6,6,6,6
 4480, 7,6,6,6,3, 7,6,6,6,3,4,1
 4481, 7,6,6,6,3, 6,6,6,6,6,6,6
 4482, 6,6,6,6,6, 6,6,6,6,6,6,4
 4483, 1,6,6,6,6,96,6,6,6,6,1,1
 4484, 4,6,6,4,6,96,6,6,6,6,1,1
 4485, 6,6,6,6,6, 7,6,6,6,3,2,2
 4486, 3,6,2,6,6, 3,6,2,6,6,4,3
 4487, 6,6,6,6,6, 6,6,6,6,6,6,3
 4488, 6,6,6,6,6, 3,6,2,6,6,6,2
 4489, 6,6,6,6,6, 7,6,6,6,3,2,2
 4490, 6,6,6,6,6,96,6,6,6,6,1,1
 4491, 7,6,6,6,3,96,6,6,6,6,1,1
 4492, 2,1,6,6,6,96,6,6,6,6,1,1
 4493, 6,6,6,6,6, 6,6,6,6,6,5,2
 4494, 3,6,2,6,6, 2,1,6,6,6,3,2
 4495, 1,6,6,6,6, 4,6,6,8,6,2,2
 4496, 3,6,1,6,6, 4,6,6,2,6,2,2
 4497, 4,6,6,3,6, 5,6,6,6,6,3,3
 4498, 3,6,2,6,6, 3,6,2,6,6,6,6
 4499, 4,6,6,3,6, 6,6,6,6,6,2,2
 4500, 6,6,6,6,6, 4,6,6,3,6,6,3
 4501, 4,6,6,2,6, 3,6,1,6,6,4,2
 4502, 2,1,6,6,6, 6,6,6,6,6,3,2
 4503, 3,6,1,6,6, 4,6,6,3,6,6,4
 4504, 4,6,6,7,6,96,6,6,6,6,1,1
 4505, 2,1,6,6,6, 2,2,6,6,6,3,2
 4506, 4,6,6,3,6,96,6,6,6,6,1,1
 4507, 1,6,6,6,6,96,6,6,6,6,6,6
 4508, 7,6,6,6,3,96,6,6,6,6,4,4
 4509, 2,1,6,6,6,96,6,6,6,6,1,1
 4510, 2,1,6,6,6,96,6,6,6,6,6,1
 4511, 6,6,6,6,6, 6,6,6,6,6,3,2
 4512, 7,6,6,6,3,96,6,6,6,6,4,4
 4513, 4,6,6,4,6, 4,6,6,3,6,6,5
 4514, 4,6,6,2,6, 2,1,6,6,6,3,2
 4515, 5,6,6,6,6, 5,6,6,6,6,6,1
 4516, 5,6,6,6,6,96,6,6,6,6,3,3
 4517, 3,6,1,6,6, 6,6,6,6,6,4,2
 4518, 7,6,6,6,3,96,6,6,6,6,1,1
 4519, 4,6,6,4,6, 2,1,6,6,6,4,1
 4520, 6,6,6,6,6,96,6,6,6,6,3,3
 4521, 3,6,2,6,6,96,6,6,6,6,2,2
 4522, 1,6,6,6,6,96,6,6,6,6,3,1
 4523, 6,6,6,6,6, 2,1,6,6,6,5,5
 4524, 7,6,6,6,3,96,6,6,6,6,2,2
 4525,99,6,6,6,3, 7,6,6,6,3,6,4
 4526, 2,1,6,6,6, 2,1,6,6,6,2,1
 4527, 3,6,2,6,6, 3,6,2,6,6,6,5
 4528, 7,6,6,6,1, 2,1,6,6,6,5,4
 4529, 2,1,6,6,6,96,6,6,6,6,2,2
 4530, 3,6,1,6,6,96,6,6,6,6,1,1
 4531, 7,6,6,6,1, 7,6,6,6,1,6,6
 4532, 6,6,6,6,6, 1,6,6,6,6,3,2
 4533, 3,6,1,6,6, 2,1,6,6,6,5,4
 4534, 6,6,6,6,6,96,6,6,6,6,2,2
 4535, 7,6,6,6,3,96,6,6,6,6,6,6
 4536, 4,6,6,2,6, 3,6,2,6,6,6,3
 4537, 1,6,6,6,6, 2,1,6,6,6,2,2
 4538, 6,6,6,6,6,96,6,6,6,6,4,1
 4539, 6,6,6,6,6,96,6,6,6,6,5,5
 4540, 2,1,6,6,6, 2,1,6,6,6,4,1
 4541, 4,6,6,3,6,96,6,6,6,6,6,1
 4542, 2,1,6,6,6, 4,6,6,4,6,3,1
 4543, 2,2,6,6,6, 2,1,6,6,6,2,1
 4544, 1,6,6,6,6,96,6,6,6,6,1,1
 4545, 6,6,6,6,6,96,6,6,6,6,3,3
 4546, 1,6,6,6,6, 1,6,6,6,6,2,2
 4547, 2,1,6,6,6,96,6,6,6,6,1,1
 4548, 1,6,6,6,6, 1,6,6,6,6,6,1
 4549, 4,6,6,3,6, 4,6,6,4,6,6,3
 4550, 3,6,2,6,6,96,6,6,6,6,6,5
 4551, 4,6,6,2,6, 2,1,6,6,6,6,2
 4552, 5,6,6,6,6, 2,1,6,6,6,5,2
 4553, 2,1,6,6,6,96,6,6,6,6,1,1
 4554, 2,1,6,6,6,96,6,6,6,6,6,1
 4555, 4,6,6,4,6, 4,6,6,4,6,4,2
 4556, 1,6,6,6,6, 2,2,6,6,6,4,3
 4557, 6,6,6,6,6, 6,6,6,6,6,6,6
 4558, 7,6,6,6,4, 7,6,6,6,4,6,4
 4559, 1,6,6,6,6, 1,6,6,6,6,6,1
 4560, 3,6,2,6,6,96,6,6,6,6,3,3
 4561, 4,6,6,7,6, 2,1,6,6,6,6,6
 4562, 2,1,6,6,6,96,6,6,6,6,2,2
 4563, 1,6,6,6,6,96,6,6,6,6,1,1
 4564, 4,6,6,3,6, 6,6,6,6,6,1,1
 4565, 2,1,6,6,6, 6,6,6,6,6,3,1
 4566, 2,1,6,6,6, 4,6,6,4,6,6,1
 4567, 2,2,6,6,6, 2,1,6,6,6,2,1
 4568, 3,6,1,6,6, 6,6,6,6,6,6,2
 4569, 7,6,6,6,2, 4,6,6,4,6,6,5
 4570, 7,6,6,6,3, 4,6,6,4,6,6,4
 4571, 2,1,6,6,6, 1,6,6,6,6,3,2
 4572, 4,6,6,3,6,96,6,6,6,6,1,1
 4573, 4,6,6,4,6, 4,6,6,3,6,5,3
 4574, 1,6,6,6,6, 2,1,6,6,6,2,2
 4575, 2,1,6,6,6, 1,6,6,6,6,2,1
 4576, 1,6,6,6,6, 1,6,6,6,6,2,1
 4577,98,6,6,6,6,96,6,6,6,6,4,4
 4578, 7,6,6,6,3, 7,6,6,6,3,6,5
 4579, 3,6,1,6,6,96,6,6,6,6,1,1
 4580, 2,1,6,6,6,96,6,6,6,6,5,1
 4581, 2,1,6,6,6,97,6,6,6,6,2,2
 4582, 1,6,6,6,6, 2,7,6,6,6,1,1
 4583, 3,6,2,6,6,96,6,6,6,6,2,2
 4584, 4,6,6,3,6, 4,6,6,3,6,3,1
 4585, 4,6,6,4,6, 4,6,6,4,6,2,2
 4586, 7,6,6,6,4, 7,6,6,6,3,6,6
 4587, 2,1,6,6,6,96,6,6,6,6,1,1
 4588, 4,6,6,4,6,96,6,6,6,6,6,6
 4589,97,6,6,6,6,97,6,6,6,6,1,1
 4590, 4,6,6,3,6, 5,6,6,6,6,4,2
 4591, 4,6,6,4,6,96,6,6,6,6,2,2
 4592, 1,6,6,6,6,96,6,6,6,6,2,2
 4593, 2,1,6,6,6,96,6,6,6,6,1,1
 4594, 4,6,6,4,6,96,6,6,6,6,3,3
 4595, 2,2,6,6,6,96,6,6,6,6,1,1
 4596, 4,6,6,3,6,96,6,6,6,6,1,1
 4597, 2,1,6,6,6, 6,6,6,6,6,5,1
 4598, 2,1,6,6,6,96,6,6,6,6,6,2
 4599, 3,6,2,6,6, 2,1,6,6,6,4,2
 4600, 1,6,6,6,6, 1,6,6,6,6,1,1
 4601, 2,1,6,6,6, 1,6,6,6,6,5,1
 4602, 5,6,6,6,6, 2,1,6,6,6,2,2
 4603, 7,6,6,6,3,96,6,6,6,6,2,2
 4604, 4,6,6,4,6, 3,6,2,6,6,4,2
 4605, 7,6,6,6,3, 6,6,6,6,6,6,4
 4606, 2,1,6,6,6, 1,6,6,6,6,2,2
 4607, 2,1,6,6,6, 1,6,6,6,6,3,1
 4608, 1,6,6,6,6,96,6,6,6,6,2,2
 4609, 6,6,6,6,6, 2,2,6,6,6,2,1
 4610, 4,6,6,3,6,96,6,6,6,6,3,1
 4611, 6,6,6,6,6,96,6,6,6,6,3,3
 4612, 2,1,6,6,6, 2,1,6,6,6,6,6
 4613, 6,6,6,6,6, 5,6,6,6,6,4,2
 4614, 1,6,6,6,6, 1,6,6,6,6,2,1
 4615, 4,6,6,3,6, 4,6,6,3,6,5,4
 4616, 4,6,6,4,6, 2,1,6,6,6,4,4
 4617, 1,6,6,6,6,96,6,6,6,6,4,1
 4618, 2,1,6,6,6, 3,6,2,6,6,3,1
 4619, 4,6,6,2,6, 3,6,2,6,6,3,1
 4620, 4,6,6,3,6, 4,6,6,3,6,2,2
 4621, 2,1,6,6,6,96,6,6,6,6,4,1
 4622, 1,6,6,6,6,96,6,6,6,6,2,2
 4623, 1,6,6,6,6, 3,6,2,6,6,6,3
 4624, 2,1,6,6,6, 4,6,6,3,6,5,2
 4625, 6,6,6,6,6, 1,6,6,6,6,3,2
 4626, 4,6,6,4,6, 1,6,6,6,6,6,3
 4627, 1,6,6,6,6,96,6,6,6,6,1,1
 4628, 3,6,2,6,6,96,6,6,6,6,4,4
 4629, 2,1,6,6,6, 5,6,6,6,6,2,1
 4630,99,6,6,6,6, 6,6,6,6,6,6,3
 4631, 4,6,6,3,6, 4,6,6,3,6,5,3
 4632, 6,6,6,6,6,96,6,6,6,6,3,3
 4633, 2,1,6,6,6, 6,6,6,6,6,6,2
 4634, 2,1,6,6,6, 6,6,6,6,6,6,2
 4635, 1,6,6,6,6,96,6,6,6,6,1,1
 4636, 2,1,6,6,6,96,6,6,6,6,1,1
 4637, 4,6,6,3,6, 4,6,6,3,6,6,4
 4638, 2,1,6,6,6, 2,1,6,6,6,2,2
 4639, 3,6,1,6,6, 4,6,6,3,6,6,5
 4640, 4,6,6,3,6, 4,6,6,3,6,6,4
 4641, 4,6,6,4,6, 4,6,6,4,6,5,2
 4642, 4,6,6,4,6, 6,6,6,6,6,1,1
 4643, 4,6,6,1,6, 2,1,6,6,6,4,4
 4644, 2,1,6,6,6, 2,1,6,6,6,5,1
 4645, 7,6,6,6,3,96,6,6,6,6,1,1
 4646, 1,6,6,6,6,96,6,6,6,6,6,1
 4647, 4,6,6,2,6, 4,6,6,2,6,3,1
 4648, 6,6,6,6,6, 7,6,6,6,2,6,2
 4649, 2,1,6,6,6,96,6,6,6,6,4,2
 4650, 2,2,6,6,6, 2,1,6,6,6,6,4
 4651, 4,6,6,3,6, 4,6,6,4,6,5,2
 4652, 1,6,6,6,6, 2,1,6,6,6,4,2
 4653, 6,6,6,6,6, 7,6,6,6,3,3,3
 4654, 2,1,6,6,6, 2,1,6,6,6,2,2
 4655, 6,6,6,6,6, 6,6,6,6,6,6,3
 4656, 5,6,6,6,6, 6,6,6,6,6,2,1
 4657, 2,1,6,6,6,96,6,6,6,6,5,1
 4658, 2,1,6,6,6, 4,6,6,2,6,5,1
 4659, 6,6,6,6,6, 6,6,6,6,6,6,3
 4660, 4,6,6,3,6, 2,7,6,6,6,5,5
 4661, 4,6,6,3,6,96,6,6,6,6,2,2
 4662, 4,6,6,2,6, 6,6,6,6,6,1,1
 4663, 6,6,6,6,6,96,6,6,6,6,4,4
 4664, 3,6,1,6,6, 4,6,6,3,6,5,3
 4665, 2,1,6,6,6, 2,1,6,6,6,4,3
 4666, 4,6,6,4,6, 7,6,6,6,3,6,6
 4667, 7,6,6,6,3, 2,1,6,6,6,4,4
 4668, 2,1,6,6,6, 6,6,6,6,6,3,2
 4669, 6,6,6,6,6, 2,1,6,6,6,1,1
 4670, 2,1,6,6,6, 1,6,6,6,6,4,2
 4671, 4,6,6,3,6, 2,1,6,6,6,4,4
 4672, 6,6,6,6,6, 6,6,6,6,6,4,2
 4673, 5,6,6,6,6, 2,2,6,6,6,5,3
 4674, 2,1,6,6,6, 4,6,6,3,6,3,1
 4675, 4,6,6,3,6, 6,6,6,6,6,4,3
 4676, 3,6,1,6,6,96,6,6,6,6,3,3
 4677, 1,6,6,6,6,96,6,6,6,6,1,1
 4678, 4,6,6,3,6, 1,6,6,6,6,6,4
 4679, 4,6,6,3,6, 3,6,2,6,6,6,3
 4680, 2,1,6,6,6,96,6,6,6,6,3,3
 4681, 7,6,6,6,3,97,6,6,6,6,2,2
 4682, 1,6,6,6,6, 2,7,6,6,6,2,2
 4683, 1,6,6,6,6,96,6,6,6,6,2,2
 4684, 2,1,6,6,6, 5,6,6,6,6,5,4
 4685, 7,6,6,6,3,96,6,6,6,6,6,6
 4686, 4,6,6,4,6, 7,6,6,6,3,6,3
 4687, 6,6,6,6,6, 2,1,6,6,6,4,4
 4688, 7,6,6,6,3,96,6,6,6,6,6,2
 4689, 1,6,6,6,6, 1,6,6,6,6,2,2
 4690, 2,1,6,6,6, 4,6,6,2,6,4,1
 4691, 7,6,6,6,3, 7,6,6,6,4,2,1
 4692, 4,6,6,2,6, 4,6,6,3,6,2,2
 4693, 2,1,6,6,6, 2,1,6,6,6,4,1
 4694, 3,6,2,6,6, 2,1,6,6,6,6,4
 4695, 2,1,6,6,6, 6,6,6,6,6,4,3
 4696, 4,6,6,4,6, 4,6,6,2,6,4,3
 4697, 7,6,6,6,3, 4,6,6,3,6,6,5
 4698, 2,1,6,6,6, 2,1,6,6,6,6,2
 4699, 2,2,6,6,6,96,6,6,6,6,2,2
 4700, 3,6,2,6,6, 6,6,6,6,6,4,2
 4701, 6,6,6,6,6, 3,6,2,6,6,5,4
 4702, 6,6,6,6,6, 6,6,6,6,6,5,3
 4703, 1,6,6,6,6,97,6,6,6,6,1,1
 4704, 2,1,6,6,6, 2,1,6,6,6,4,2
 4705, 2,2,6,6,6,96,6,6,6,6,2,2
 4706, 2,1,6,6,6,96,6,6,6,6,6,2
 4707, 4,6,6,4,6,96,6,6,6,6,5,5
 4708, 6,6,6,6,6, 6,6,6,6,6,5,3
 4709, 2,1,6,6,6,96,6,6,6,6,1,1
 4710, 3,6,1,6,6, 4,6,6,4,6,5,3
 4711, 2,2,6,6,6, 1,6,6,6,6,4,2
 4712, 2,2,6,6,6, 2,1,6,6,6,4,3
 4713, 6,6,6,6,6,96,6,6,6,6,1,1
 4714, 6,6,6,6,6,96,6,6,6,6,1,1
 4715, 4,6,6,2,6,96,6,6,6,6,2,2
 4716, 7,6,6,6,4, 7,6,6,6,4,6,6
 4717, 4,6,6,3,6,96,6,6,6,6,3,3
 4718, 5,6,6,6,6,96,6,6,6,6,2,2
 4719, 2,1,6,6,6, 4,6,6,3,6,2,2
 4720, 6,6,6,6,6, 4,6,6,3,6,6,2
 4721, 5,6,6,6,6, 4,6,6,4,6,6,3
 4722, 5,6,6,6,6,96,6,6,6,6,2,2
 4723, 6,6,6,6,6,96,6,6,6,6,4,4
 4724, 1,6,6,6,6,96,6,6,6,6,6,1
 4725, 6,6,6,6,6, 6,6,6,6,6,3,1
 4726, 2,1,6,6,6,96,6,6,6,6,2,2
 4727, 6,6,6,6,6, 4,6,6,3,6,4,1
 4728, 2,1,6,6,6,96,6,6,6,6,2,2
 4729, 7,6,6,6,3, 7,6,6,6,3,4,3
 4730, 2,1,6,6,6, 1,6,6,6,6,2,1
 4731, 1,6,6,6,6,96,6,6,6,6,1,1
 4732, 2,1,6,6,6,96,6,6,6,6,1,1
 4733, 2,1,6,6,6,96,6,6,6,6,6,6
 4734, 6,6,6,6,6, 1,6,6,6,6,5,4
 4735, 6,6,6,6,6,96,6,6,6,6,6,5
 4736, 2,2,6,6,6,96,6,6,6,6,1,1
 4737, 1,6,6,6,6, 1,6,6,6,6,2,1
 4738, 2,1,6,6,6,96,6,6,6,6,1,1
 4739, 2,1,6,6,6, 2,1,6,6,6,6,1
 4740, 2,1,6,6,6,96,6,6,6,6,1,1
 4741, 4,6,6,2,6,96,6,6,6,6,6,1
 4742, 2,1,6,6,6,96,6,6,6,6,2,2
 4743, 2,1,6,6,6, 6,6,6,6,6,5,2
 4744, 1,6,6,6,6,96,6,6,6,6,1,1
 4745, 6,6,6,6,6, 4,6,6,3,6,6,5
 4746, 2,2,6,6,6, 7,6,6,6,3,6,4
 4747, 2,2,6,6,6,97,6,6,6,6,2,2
 4748, 2,1,6,6,6,96,6,6,6,6,1,1
 4749, 7,6,6,6,3, 6,6,6,6,6,5,3
 4750, 4,6,6,4,6, 2,1,6,6,6,6,5
 4751, 2,1,6,6,6,97,6,6,6,6,2,2
 4752, 7,6,6,6,3, 6,6,6,6,6,5,4
 4753, 4,6,6,3,6, 4,6,6,3,6,4,1
 4754, 2,1,6,6,6, 4,6,6,3,6,1,1
 4755, 1,6,6,6,6,96,6,6,6,6,1,1
 4756, 2,1,6,6,6,96,6,6,6,6,2,2
 4757, 7,6,6,6,3, 7,6,6,6,3,2,2
 4758, 6,6,6,6,6, 6,6,6,6,6,5,4
 4759, 6,6,6,6,6,96,6,6,6,6,1,1
 4760, 4,6,6,3,6, 7,6,6,6,3,6,1
 4761, 2,1,6,6,6, 4,6,6,3,6,4,3
 4762, 7,6,6,6,3, 2,2,6,6,6,2,1
 4763, 6,6,6,6,6,96,6,6,6,6,2,2
 4764, 6,6,6,6,6,96,6,6,6,6,6,2
 4765, 3,6,2,6,6, 6,6,6,6,6,2,1
 4766, 1,6,6,6,6,96,6,6,6,6,2,2
 4767, 5,6,6,6,6, 2,1,6,6,6,3,3
 4768, 4,6,6,4,6, 3,6,1,6,6,2,2
 4769, 1,6,6,6,6, 1,6,6,6,6,4,1
 4770, 4,6,6,4,6, 3,6,1,6,6,5,2
 4771, 5,6,6,6,6,96,6,6,6,6,3,3
 4772, 4,6,6,4,6,96,6,6,6,6,1,1
 4773, 4,6,6,3,6,96,6,6,6,6,2,2
