CASEID,ehg3_01b,ehg3_02b,ehg3_03b,ehg3_04b,ehg3_05b,eop_200,eop_210,eop_220,eop_230,eop_240
 5445, 6,6,6,6,6,96,6,6,6,6
 5446, 4,6,6,2,6,96,6,6,6,6
 5447, 7,6,6,6,3, 6,6,6,6,6
 5448, 2,1,6,6,6, 4,6,6,3,6
 5449, 1,6,6,6,6,96,6,6,6,6
 5450, 2,1,6,6,6, 6,6,6,6,6
 5451, 6,6,6,6,6, 6,6,6,6,6
 5452, 4,6,6,4,6, 4,6,6,3,6
 5453, 2,1,6,6,6, 4,6,6,3,6
 5454, 3,6,2,6,6, 3,6,1,6,6
 5455, 7,6,6,6,3,96,6,6,6,6
 5456, 6,6,6,6,6, 4,6,6,3,6
 5457, 2,1,6,6,6, 2,1,6,6,6
 5458, 6,6,6,6,6, 6,6,6,6,6
 5459, 7,6,6,6,3, 4,6,6,4,6
 5460, 2,1,6,6,6, 2,1,6,6,6
 5461, 2,1,6,6,6,96,6,6,6,6
 5462, 7,6,6,6,3, 7,6,6,6,3
 5463, 4,6,6,3,6, 2,1,6,6,6
 5464, 7,6,6,6,1, 2,1,6,6,6
 5465, 7,6,6,6,3, 7,6,6,6,3
 5466, 6,6,6,6,6, 6,6,6,6,6
 5467, 1,6,6,6,6, 1,6,6,6,6
 5468, 6,6,6,6,6, 4,6,6,7,6
 5469, 4,6,6,3,6, 1,6,6,6,6
 5470, 6,6,6,6,6, 6,6,6,6,6
 5471, 5,6,6,6,6, 6,6,6,6,6
 5472, 4,6,6,3,6,96,6,6,6,6
 5473, 6,6,6,6,6, 6,6,6,6,6
 5474, 6,6,6,6,6,96,6,6,6,6
 5475, 3,6,1,6,6,96,6,6,6,6
 5476, 6,6,6,6,6, 7,6,6,6,4
 5477, 4,6,6,4,6,96,6,6,6,6
 5478,99,6,6,6,6,96,6,6,6,6
 5479, 3,6,2,6,6,96,6,6,6,6
 5480, 2,1,6,6,6,96,6,6,6,6
 5481, 1,6,6,6,6,96,6,6,6,6
 5482, 4,6,6,3,6, 3,6,1,6,6
 5483,99,6,6,6,6,99,6,6,6,6
 5484, 4,6,6,3,6, 4,6,6,7,6
 5485,97,6,6,6,6, 2,1,6,6,6
 5486, 6,6,6,6,6, 6,6,6,6,6
 5487, 4,6,6,4,6,96,6,6,6,6
 5488, 4,6,6,4,6, 2,1,6,6,6
 5489, 1,6,6,6,6,96,6,6,6,6
 5490, 4,6,6,3,6, 2,1,6,6,6
 5491, 4,6,6,4,6, 4,6,6,4,6
 5492, 3,6,2,6,6, 6,6,6,6,6
 5493, 7,6,6,6,4, 7,6,6,6,4
 5494, 7,6,6,6,3, 7,6,6,6,3
 5495, 4,6,6,4,6,96,6,6,6,6
 5496, 2,1,6,6,6, 6,6,6,6,6
 5497, 4,6,6,3,6,96,6,6,6,6
 5498, 4,6,6,4,6, 4,6,6,3,6
 5499, 4,6,6,3,6, 6,6,6,6,6
 5500, 2,1,6,6,6, 6,6,6,6,6
 5501, 3,6,2,6,6,96,6,6,6,6
 5502, 1,6,6,6,6, 4,6,6,3,6
 5503, 2,1,6,6,6, 2,1,6,6,6
 5504, 2,1,6,6,6,97,6,6,6,6
 5505, 2,1,6,6,6,96,6,6,6,6
 5506, 4,6,6,4,6, 5,6,6,6,6
 5507, 5,6,6,6,6, 2,1,6,6,6
 5508, 1,6,6,6,6, 2,1,6,6,6
 5509, 4,6,6,3,6,96,6,6,6,6
 5510, 1,6,6,6,6,96,6,6,6,6
 5511, 7,6,6,6,3, 2,1,6,6,6
 5512, 1,6,6,6,6, 2,1,6,6,6
 5513, 4,6,6,4,6,97,6,6,6,6
 5514, 2,1,6,6,6,96,6,6,6,6
 5515, 2,1,6,6,6,96,6,6,6,6
 5516, 5,6,6,6,6,96,6,6,6,6
 5517, 3,6,2,6,6,96,6,6,6,6
 5518, 1,6,6,6,6,96,6,6,6,6
 5519, 2,1,6,6,6,97,6,6,6,6
 5520, 1,6,6,6,6,96,6,6,6,6
 5521, 5,6,6,6,6, 4,6,6,3,6
 5522, 4,6,6,4,6,96,6,6,6,6
 5523, 6,6,6,6,6, 6,6,6,6,6
 5524, 6,6,6,6,6, 6,6,6,6,6
 5525, 6,6,6,6,6, 6,6,6,6,6
 5526, 4,6,6,4,6, 4,6,6,4,6
 5527, 2,1,6,6,6,96,6,6,6,6
 5528, 4,6,6,3,6, 6,6,6,6,6
 5529, 2,1,6,6,6,96,6,6,6,6
 5530, 3,6,2,6,6, 4,6,6,4,6
 5531, 4,6,6,2,6, 1,6,6,6,6
 5532, 2,1,6,6,6,96,6,6,6,6
 5533, 1,6,6,6,6,96,6,6,6,6
 5534, 6,6,6,6,6,96,6,6,6,6
 5535, 6,6,6,6,6, 3,6,1,6,6
 5536, 4,6,6,2,6, 2,1,6,6,6
 5537, 7,6,6,6,3,96,6,6,6,6
 5538, 2,1,6,6,6,96,6,6,6,6
 5539, 4,6,6,2,6, 1,6,6,6,6
 5540, 7,6,6,6,3, 5,6,6,6,6
 5541, 7,6,6,6,3, 2,1,6,6,6
 5542, 4,6,6,3,6, 1,6,6,6,6
 5543, 6,6,6,6,6, 2,2,6,6,6
 5544, 2,1,6,6,6,96,6,6,6,6
 5545, 4,6,6,3,6,96,6,6,6,6
 5546, 4,6,6,3,6, 4,6,6,3,6
 5547, 3,6,1,6,6, 6,6,6,6,6
 5548, 2,1,6,6,6, 4,6,6,4,6
 5549, 1,6,6,6,6, 4,6,6,2,6
 5550, 4,6,6,2,6, 4,6,6,4,6
 5551, 5,6,6,6,6, 4,6,6,4,6
 5552, 1,6,6,6,6,96,6,6,6,6
 5553, 2,1,6,6,6,96,6,6,6,6
 5554, 2,1,6,6,6, 2,1,6,6,6
 5555, 2,2,6,6,6,96,6,6,6,6
 5556,97,6,6,6,6, 3,6,7,6,6
 5557,99,6,6,6,6, 2,1,6,6,6
 5558, 1,6,6,6,6,96,6,6,6,6
 5559, 1,6,6,6,6,96,6,6,6,6
 5560, 6,6,6,6,6, 4,6,6,4,6
 5561,97,6,6,6,6,96,6,6,6,6
 5562,99,6,6,6,6,96,6,6,6,6
 5563, 4,6,6,4,6, 2,7,6,6,6
 5564, 1,6,6,6,6,96,6,6,6,6
 5565, 2,1,6,6,6, 1,6,6,6,6
 5566, 4,6,6,2,6,96,6,6,6,6
 5567, 3,6,2,6,6, 6,6,6,6,6
 5568, 6,6,6,6,6, 6,6,6,6,6
 5569, 4,6,6,3,6, 5,6,6,6,6
 5570, 3,6,2,6,6, 6,6,6,6,6
 5571, 2,1,6,6,6, 3,6,2,6,6
 5572, 4,6,6,4,6,97,6,6,6,6
 5573, 2,1,6,6,6, 1,6,6,6,6
 5574, 4,6,6,3,6,96,6,6,6,6
 5575, 6,6,6,6,6, 6,6,6,6,6
 5576, 2,1,6,6,6,96,6,6,6,6
 5577, 7,6,6,6,2, 2,1,6,6,6
 5578, 7,6,6,6,1, 6,6,6,6,6
 5579, 4,6,6,1,6, 3,6,1,6,6
 5580, 7,6,6,6,3, 7,6,6,6,3
 5581, 5,6,6,6,6,96,6,6,6,6
 5582, 4,6,6,4,6, 3,6,2,6,6
 5583, 2,1,6,6,6,96,6,6,6,6
 5584, 1,6,6,6,6, 6,6,6,6,6
 5585, 4,6,6,3,6, 4,6,6,3,6
 5586, 6,6,6,6,6,97,6,6,6,6
 5587, 6,6,6,6,6, 4,6,6,4,6
 5588, 7,6,6,6,3, 7,6,6,6,2
 5589, 7,6,6,6,4, 6,6,6,6,6
 5590, 2,2,6,6,6,96,6,6,6,6
 5591, 4,6,6,4,6,96,6,6,6,6
 5592, 7,6,6,6,3, 6,6,6,6,6
 5593, 4,6,6,4,6, 2,1,6,6,6
 5594, 2,1,6,6,6, 2,1,6,6,6
 5595, 6,6,6,6,6,96,6,6,6,6
 5596, 1,6,6,6,6,96,6,6,6,6
 5597, 1,6,6,6,6,97,6,6,6,6
 5598, 1,6,6,6,6,96,6,6,6,6
 5599, 7,6,6,6,4,96,6,6,6,6
 5600, 6,6,6,6,6, 2,1,6,6,6
 5601, 6,6,6,6,6, 6,6,6,6,6
 5602, 2,1,6,6,6,96,6,6,6,6
 5603, 4,6,6,3,6, 2,7,6,6,6
 5604, 4,6,6,4,6, 4,6,6,4,6
 5605, 6,6,6,6,6, 7,6,6,6,3
 5606, 6,6,6,6,6, 4,6,6,4,6
 5607, 7,6,6,6,3, 6,6,6,6,6
 5608, 7,6,6,6,3,96,6,6,6,6
 5609, 4,6,6,4,6,96,6,6,6,6
 5610, 4,6,6,3,6, 3,6,1,6,6
 5611, 6,6,6,6,6,96,6,6,6,6
 5612, 6,6,6,6,6, 7,6,6,6,3
 5613, 6,6,6,6,6, 7,6,6,6,4
 5614, 6,6,6,6,6, 5,6,6,6,6
 5615, 1,6,6,6,6,96,6,6,6,6
 5616, 2,1,6,6,6, 2,1,6,6,6
 5617, 2,1,6,6,6, 4,6,6,3,6
 5618, 2,1,6,6,6,96,6,6,6,6
 5619, 4,6,6,3,6, 4,6,6,4,6
 5620, 2,1,6,6,6, 2,1,6,6,6
 5621, 2,1,6,6,6, 2,1,6,6,6
 5622, 7,6,6,6,3,96,6,6,6,6
 5623, 2,1,6,6,6,96,6,6,6,6
 5624, 6,6,6,6,6,96,6,6,6,6
 5625, 4,6,6,4,6, 4,6,6,4,6
 5626, 6,6,6,6,6, 3,6,2,6,6
 5627, 7,6,6,6,1,96,6,6,6,6
 5628, 1,6,6,6,6,96,6,6,6,6
 5629, 4,6,6,3,6, 4,6,6,3,6
 5630, 1,6,6,6,6,96,6,6,6,6
 5631,97,6,6,6,6,97,6,6,6,6
 5632, 4,6,6,4,6, 4,6,6,7,6
 5633, 1,6,6,6,6,96,6,6,6,6
 5634, 4,6,6,4,6,96,6,6,6,6
 5635, 7,6,6,6,3, 6,6,6,6,6
 5636, 6,6,6,6,6, 7,6,6,6,3
 5637, 2,1,6,6,6, 2,1,6,6,6
 5638,99,6,6,6,6,96,6,6,6,6
 5639, 1,6,6,6,6,96,6,6,6,6
 5640, 4,6,6,3,6, 4,6,6,3,6
 5641, 2,1,6,6,6, 2,1,6,6,6
 5642, 6,6,6,6,6, 6,6,6,6,6
 5643, 7,6,6,6,3, 6,6,6,6,6
 5644, 2,1,6,6,6,96,6,6,6,6
 5645, 2,1,6,6,6,96,6,6,6,6
 5646, 4,6,6,4,6, 6,6,6,6,6
 5647, 2,1,6,6,6, 6,6,6,6,6
 5648, 2,1,6,6,6, 2,1,6,6,6
 5649, 6,6,6,6,6,96,6,6,6,6
 5650, 1,6,6,6,6,96,6,6,6,6
 5651, 4,6,6,3,6,96,6,6,6,6
 5652, 2,1,6,6,6, 2,1,6,6,6
 5653,99,6,6,6,3, 5,6,6,6,6
 5654, 4,6,6,3,6, 4,6,6,3,6
 5655, 4,6,6,4,6, 6,6,6,6,6
 5656, 5,6,6,6,6, 3,6,1,6,6
 5657, 6,6,6,6,6, 3,6,2,6,6
 5658, 3,6,2,6,6, 7,6,6,6,3
 5659, 1,6,6,6,6, 4,6,6,4,6
 5660, 5,6,6,6,6, 5,6,6,6,6
 5661, 6,6,6,6,6,96,6,6,6,6
 5662, 2,1,6,6,6,96,6,6,6,6
 5663, 7,6,6,6,3, 4,6,6,3,6
 5664, 6,6,6,6,6,96,6,6,6,6
 5665, 6,6,6,6,6, 6,6,6,6,6
 5666, 2,2,6,6,6, 7,6,6,6,3
 5667, 3,6,2,6,6, 6,6,6,6,6
 5668, 1,6,6,6,6, 1,6,6,6,6
 5669, 3,6,2,6,6,96,6,6,6,6
 5670, 6,6,6,6,6,96,6,6,6,6
 5671, 1,6,6,6,6, 1,6,6,6,6
 5672, 4,6,6,3,6, 2,1,6,6,6
 5673, 1,6,6,6,6, 1,6,6,6,6
 5674, 6,6,6,6,6, 7,6,6,6,4
 5675, 4,6,6,4,6, 4,6,6,3,6
 5676, 2,1,6,6,6, 6,6,6,6,6
 5677, 4,6,6,3,6, 2,1,6,6,6
 5678, 2,1,6,6,6, 3,6,1,6,6
 5679, 3,6,2,6,6, 1,6,6,6,6
 5680, 1,6,6,6,6,96,6,6,6,6
 5681, 6,6,6,6,6, 4,6,6,3,6
 5682, 7,6,6,6,1, 2,1,6,6,6
 5683, 3,6,7,6,6, 1,6,6,6,6
 5684, 2,1,6,6,6,96,6,6,6,6
 5685,97,6,6,6,6, 6,6,6,6,6
 5686, 4,6,6,3,6, 1,6,6,6,6
 5687, 4,6,6,3,6, 4,6,6,3,6
 5688, 4,6,6,3,6, 6,6,6,6,6
 5689, 6,6,6,6,6, 6,6,6,6,6
 5690, 3,6,2,6,6,96,6,6,6,6
 5691, 7,6,6,6,4, 5,6,6,6,6
 5692, 3,6,2,6,6,96,6,6,6,6
 5693, 4,6,6,3,6, 4,6,6,4,6
 5694,98,6,6,6,6,96,6,6,6,6
 5695, 6,6,6,6,6, 6,6,6,6,6
 5696, 3,6,2,6,6, 2,1,6,6,6
 5697, 6,6,6,6,6, 6,6,6,6,6
 5698, 2,2,6,6,6,96,6,6,6,6
 5699, 6,6,6,6,6, 7,6,6,6,3
 5700, 2,2,6,6,6,96,6,6,6,6
 5701, 4,6,6,3,6, 4,6,6,3,6
 5702, 1,6,6,6,6,96,6,6,6,6
 5703, 2,1,6,6,6, 2,1,6,6,6
 5704, 3,6,2,6,6, 4,6,6,3,6
 5705, 6,6,6,6,6,96,6,6,6,6
 5706, 2,1,6,6,6, 5,6,6,6,6
 5707,99,6,6,6,6,99,6,6,6,6
 5708, 2,1,6,6,6,96,6,6,6,6
 5709, 2,1,6,6,6,96,6,6,6,6
 5710, 4,6,6,4,6,96,6,6,6,6
 5711, 6,6,6,6,6, 7,6,6,6,3
 5712, 4,6,6,4,6, 2,1,6,6,6
 5713, 6,6,6,6,6, 6,6,6,6,6
 5714, 1,6,6,6,6, 1,6,6,6,6
 5715, 1,6,6,6,6, 1,6,6,6,6
 5716, 5,6,6,6,6, 6,6,6,6,6
 5717, 4,6,6,3,6, 1,6,6,6,6
 5718, 2,1,6,6,6,96,6,6,6,6
 5719, 4,6,6,4,6, 6,6,6,6,6
 5720, 2,2,6,6,6,96,6,6,6,6
 5721, 3,6,2,6,6,96,6,6,6,6
 5722, 6,6,6,6,6, 2,1,6,6,6
 5723, 1,6,6,6,6,96,6,6,6,6
 5724, 1,6,6,6,6, 1,6,6,6,6
 5725, 4,6,6,4,6, 4,6,6,4,6
 5726, 1,6,6,6,6,96,6,6,6,6
 5727, 4,6,6,4,6, 1,6,6,6,6
 5728, 1,6,6,6,6,96,6,6,6,6
 5729, 2,1,6,6,6, 1,6,6,6,6
 5730, 3,6,2,6,6,96,6,6,6,6
 5731, 2,1,6,6,6, 4,6,6,7,6
 5732, 2,2,6,6,6,96,6,6,6,6
 5733, 4,6,6,4,6, 4,6,6,4,6
 5734, 4,6,6,3,6, 4,6,6,4,6
 5735, 6,6,6,6,6,96,6,6,6,6
 5736, 7,6,6,6,1, 6,6,6,6,6
 5737, 6,6,6,6,6,96,6,6,6,6
 5738, 6,6,6,6,6, 4,6,6,4,6
 5739, 7,6,6,6,2, 2,1,6,6,6
 5740, 2,1,6,6,6, 2,1,6,6,6
 5741, 4,6,6,3,6,96,6,6,6,6
 5742, 3,6,1,6,6, 5,6,6,6,6
 5743, 2,1,6,6,6, 2,1,6,6,6
 5744, 2,1,6,6,6,96,6,6,6,6
 5745, 2,1,6,6,6, 2,1,6,6,6
 5746, 2,1,6,6,6, 2,1,6,6,6
 5747, 6,6,6,6,6, 4,6,6,4,6
 5748, 4,6,6,3,6, 6,6,6,6,6
 5749, 1,6,6,6,6,96,6,6,6,6
 5750, 2,2,6,6,6,96,6,6,6,6
 5751, 4,6,6,4,6, 4,6,6,4,6
 5752, 1,6,6,6,6, 1,6,6,6,6
 5753, 1,6,6,6,6,97,6,6,6,6
 5754, 4,6,6,3,6, 4,6,6,3,6
 5755, 2,2,6,6,6, 2,1,6,6,6
 5756, 1,6,6,6,6,96,6,6,6,6
 5757, 5,6,6,6,6, 7,6,6,6,3
 5758, 2,1,6,6,6,96,6,6,6,6
 5759, 2,1,6,6,6,96,6,6,6,6
 5760, 2,1,6,6,6, 3,6,1,6,6
 5761, 4,6,6,4,6, 4,6,6,4,6
 5762, 7,6,6,6,3, 7,6,6,6,3
 5763, 2,1,6,6,6,96,6,6,6,6
 5764, 1,6,6,6,6,96,6,6,6,6
 5765, 6,6,6,6,6, 2,1,6,6,6
 5766, 2,1,6,6,6, 1,6,6,6,6
 5767, 7,6,6,6,3, 6,6,6,6,6
 5768, 1,6,6,6,6,96,6,6,6,6
 5769, 6,6,6,6,6, 6,6,6,6,6
 5770, 5,6,6,6,6, 5,6,6,6,6
 5771, 3,6,1,6,6, 1,6,6,6,6
 5772, 2,1,6,6,6,96,6,6,6,6
 5773, 1,6,6,6,6,96,6,6,6,6
 5774, 4,6,6,2,6, 3,6,1,6,6
 5775, 4,6,6,3,6,96,6,6,6,6
 5776, 2,1,6,6,6,96,6,6,6,6
 5777, 4,6,6,3,6, 6,6,6,6,6
 5778, 1,6,6,6,6,96,6,6,6,6
 5779, 6,6,6,6,6, 6,6,6,6,6
 5780, 2,1,6,6,6, 7,6,6,6,3
 5781, 1,6,6,6,6, 1,6,6,6,6
 5782, 1,6,6,6,6,97,6,6,6,6
 5783, 1,6,6,6,6,96,6,6,6,6
 5784, 1,6,6,6,6, 1,6,6,6,6
 5785, 2,1,6,6,6, 2,1,6,6,6
 5786, 4,6,6,4,6, 3,6,1,6,6
 5787, 4,6,6,3,6, 6,6,6,6,6
 5788, 6,6,6,6,6, 7,6,6,6,3
 5789, 7,6,6,6,1, 6,6,6,6,6
 5790, 2,1,6,6,6,96,6,6,6,6
 5791, 2,1,6,6,6, 4,6,6,3,6
 5792, 4,6,6,3,6,96,6,6,6,6
 5793, 4,6,6,3,6, 4,6,6,3,6
 5794, 3,6,2,6,6,96,6,6,6,6
 5795, 7,6,6,6,3, 6,6,6,6,6
 5796, 5,6,6,6,6, 6,6,6,6,6
 5797, 6,6,6,6,6, 6,6,6,6,6
 5798, 6,6,6,6,6,96,6,6,6,6
 5799, 2,2,6,6,6,96,6,6,6,6
 5800, 1,6,6,6,6,96,6,6,6,6
 5801, 1,6,6,6,6, 4,6,6,3,6
 5802, 2,1,6,6,6,96,6,6,6,6
 5803, 4,6,6,2,6,96,6,6,6,6
 5804, 3,6,2,6,6, 2,7,6,6,6
 5805, 1,6,6,6,6, 4,6,6,2,6
 5806, 7,6,6,6,3,96,6,6,6,6
 5807, 6,6,6,6,6, 6,6,6,6,6
 5808, 1,6,6,6,6,96,6,6,6,6
 5809, 1,6,6,6,6,96,6,6,6,6
 5810, 3,6,2,6,6, 4,6,6,3,6
 5811, 7,6,6,6,2,96,6,6,6,6
 5812, 7,6,6,6,3, 6,6,6,6,6
 5813, 6,6,6,6,6, 2,1,6,6,6
 5814, 1,6,6,6,6,96,6,6,6,6
 5815,99,6,6,6,6,96,6,6,6,6
 5816, 2,1,6,6,6, 1,6,6,6,6
 5817, 2,1,6,6,6, 4,6,6,7,6
 5818, 4,6,6,4,6,96,6,6,6,6
 5819, 3,6,1,6,6, 4,6,6,3,6
 5820, 6,6,6,6,6, 7,6,6,6,2
 5821,99,6,6,6,6,96,6,6,6,6
 5822, 2,1,6,6,6, 4,6,6,3,6
 5823, 4,6,6,4,6, 4,6,6,4,6
 5824, 4,6,6,3,6,96,6,6,6,6
 5825, 5,6,6,6,6,96,6,6,6,6
 5826, 1,6,6,6,6,96,6,6,6,6
 5827, 4,6,6,3,6, 2,1,6,6,6
 5828, 2,2,6,6,6,96,6,6,6,6
 5829, 3,6,1,6,6, 4,6,6,7,6
 5830, 7,6,6,6,3, 6,6,6,6,6
 5831, 2,1,6,6,6, 6,6,6,6,6
 5832, 6,6,6,6,6, 4,6,6,4,6
 5833, 2,1,6,6,6,96,6,6,6,6
 5834, 1,6,6,6,6,96,6,6,6,6
 5835, 1,6,6,6,6, 2,2,6,6,6
 5836, 6,6,6,6,6,96,6,6,6,6
 5837, 6,6,6,6,6, 6,6,6,6,6
 5838, 4,6,6,3,6,96,6,6,6,6
 5839, 6,6,6,6,6, 6,6,6,6,6
 5840, 2,1,6,6,6, 6,6,6,6,6
 5841, 2,1,6,6,6, 4,6,6,4,6
 5842, 2,1,6,6,6,96,6,6,6,6
 5843, 6,6,6,6,6,96,6,6,6,6
 5844, 2,2,6,6,6, 2,2,6,6,6
 5845, 7,6,6,6,3, 7,6,6,6,3
 5846, 2,2,6,6,6,96,6,6,6,6
 5847, 2,1,6,6,6,96,6,6,6,6
 5848, 6,6,6,6,6, 4,6,6,4,6
 5849, 1,6,6,6,6, 6,6,6,6,6
 5850, 4,6,6,3,6,96,6,6,6,6
 5851, 4,6,6,3,6,96,6,6,6,6
 5852, 2,1,6,6,6,96,6,6,6,6
 5853, 1,6,6,6,6,97,6,6,6,6
 5854, 1,6,6,6,6, 4,6,6,3,6
 5855, 4,6,6,2,6,96,6,6,6,6
 5856, 2,1,6,6,6, 4,6,6,3,6
 5857, 6,6,6,6,6, 7,6,6,6,3
 5858, 4,6,6,3,6, 4,6,6,3,6
 5859, 4,6,6,3,6, 2,1,6,6,6
 5860, 3,6,2,6,6, 4,6,6,3,6
 5861, 4,6,6,4,6, 2,2,6,6,6
 5862, 1,6,6,6,6,96,6,6,6,6
 5863, 1,6,6,6,6, 2,1,6,6,6
 5864, 2,1,6,6,6,96,6,6,6,6
 5865, 6,6,6,6,6, 6,6,6,6,6
 5866, 4,6,6,3,6,96,6,6,6,6
 5867, 3,6,2,6,6, 2,2,6,6,6
 5868, 4,6,6,1,6, 1,6,6,6,6
 5869, 4,6,6,4,6, 2,1,6,6,6
 5870, 6,6,6,6,6,96,6,6,6,6
 5871, 7,6,6,6,2,97,6,6,6,6
 5872, 6,6,6,6,6,96,6,6,6,6
 5873, 7,6,6,6,3, 6,6,6,6,6
 5874, 4,6,6,3,6, 4,6,6,4,6
 5875, 2,1,6,6,6, 2,1,6,6,6
 5876, 1,6,6,6,6, 1,6,6,6,6
 5877, 7,6,6,6,3,96,6,6,6,6
 5878, 1,6,6,6,6,96,6,6,6,6
 5879, 1,6,6,6,6,96,6,6,6,6
 5880, 6,6,6,6,6, 4,6,6,3,6
 5881, 1,6,6,6,6, 1,6,6,6,6
 5882, 3,6,1,6,6, 2,1,6,6,6
 5883, 6,6,6,6,6, 3,6,1,6,6
 5884, 1,6,6,6,6,96,6,6,6,6
 5885, 4,6,6,2,6,96,6,6,6,6
 5886, 3,6,1,6,6, 4,6,6,2,6
 5887, 3,6,2,6,6,96,6,6,6,6
 5888, 6,6,6,6,6, 4,6,6,3,6
 5889, 2,1,6,6,6, 2,7,6,6,6
 5890, 2,1,6,6,6,96,6,6,6,6
 5891, 6,6,6,6,6, 6,6,6,6,6
 5892, 3,6,2,6,6, 3,6,2,6,6
 5893, 4,6,6,4,6, 6,6,6,6,6
 5894, 2,1,6,6,6, 2,1,6,6,6
 5895, 3,6,1,6,6, 1,6,6,6,6
 5896, 2,2,6,6,6,96,6,6,6,6
 5897, 2,1,6,6,6, 2,1,6,6,6
 5898, 7,6,6,6,4, 6,6,6,6,6
 5899, 4,6,6,3,6,96,6,6,6,6
 5900, 1,6,6,6,6,96,6,6,6,6
 5901, 4,6,6,3,6, 4,6,6,3,6
 5902, 2,1,6,6,6, 6,6,6,6,6
 5903, 3,6,1,6,6, 1,6,6,6,6
 5904, 3,6,2,6,6,96,6,6,6,6
 5905, 2,2,6,6,6,96,6,6,6,6
 5906, 7,6,6,6,3, 7,6,6,6,3
 5907, 4,6,6,4,6, 4,6,6,7,6
 5908, 4,6,6,4,6, 4,6,6,4,6
 5909, 1,6,6,6,6, 3,6,1,6,6
 5910, 1,6,6,6,6,96,6,6,6,6
 5911, 2,1,6,6,6,96,6,6,6,6
 5912, 7,6,6,6,2, 6,6,6,6,6
 5913,98,6,6,6,6, 2,1,6,6,6
 5914, 4,6,6,3,6, 4,6,6,3,6
 5915, 2,1,6,6,6, 2,1,6,6,6
 5916, 4,6,6,3,6, 7,6,6,6,3
 5917, 1,6,6,6,6,96,6,6,6,6
 5918, 4,6,6,4,6,96,6,6,6,6
 5919, 1,6,6,6,6,96,6,6,6,6
 5920, 6,6,6,6,6,96,6,6,6,6
 5921, 2,1,6,6,6,96,6,6,6,6
 5922, 4,6,6,4,6, 3,6,1,6,6
 5923, 1,6,6,6,6,96,6,6,6,6
 5924, 7,6,6,6,3, 4,6,6,3,6
 5925, 2,1,6,6,6, 4,6,6,3,6
 5926, 6,6,6,6,6, 7,6,6,6,3
 5927, 4,6,6,3,6,96,6,6,6,6
 5928, 6,6,6,6,6,96,6,6,6,6
 5929, 2,1,6,6,6, 2,1,6,6,6
 5930, 4,6,6,1,6, 1,6,6,6,6
 5931, 4,6,6,3,6,96,6,6,6,6
 5932, 2,1,6,6,6, 1,6,6,6,6
 5933, 4,6,6,3,6,96,6,6,6,6
 5934, 6,6,6,6,6, 3,6,1,6,6
 5935, 6,6,6,6,6, 2,2,6,6,6
 5936, 4,6,6,3,6,96,6,6,6,6
 5937, 4,6,6,4,6,96,6,6,6,6
 5938, 2,1,6,6,6,96,6,6,6,6
 5939, 2,1,6,6,6,96,6,6,6,6
 5940, 1,6,6,6,6,97,6,6,6,6
 5941, 1,6,6,6,6,96,6,6,6,6
 5942, 1,6,6,6,6,96,6,6,6,6
 5943, 1,6,6,6,6,97,6,6,6,6
 5944, 2,1,6,6,6, 4,6,6,3,6
 5945, 7,6,6,6,3, 6,6,6,6,6
 5946, 7,6,6,6,3, 7,6,6,6,4
 5947, 3,6,2,6,6,96,6,6,6,6
 5948, 2,1,6,6,6, 2,1,6,6,6
 5949, 2,1,6,6,6,96,6,6,6,6
 5950, 4,6,6,3,6, 2,2,6,6,6
 5951, 2,1,6,6,6, 2,1,6,6,6
 5952, 4,6,6,4,6, 5,6,6,6,6
 5953, 1,6,6,6,6, 4,6,6,4,6
 5954, 4,6,6,2,6,96,6,6,6,6
 5955, 7,6,6,6,3,96,6,6,6,6
 5956, 2,1,6,6,6,96,6,6,6,6
 5957, 4,6,6,3,6, 3,6,2,6,6
 5958, 2,1,6,6,6,96,6,6,6,6
 5959, 6,6,6,6,6, 6,6,6,6,6
 5960, 4,6,6,3,6,96,6,6,6,6
 5961, 2,1,6,6,6, 2,1,6,6,6
 5962, 7,6,6,6,4,96,6,6,6,6
 5963, 2,1,6,6,6,96,6,6,6,6
 5964, 1,6,6,6,6, 1,6,6,6,6
 5965, 2,1,6,6,6,97,6,6,6,6
 5966, 3,6,2,6,6,96,6,6,6,6
 5967, 2,1,6,6,6, 5,6,6,6,6
 5968, 4,6,6,3,6,96,6,6,6,6
 5969, 5,6,6,6,6, 4,6,6,4,6
 5970, 3,6,2,6,6, 4,6,6,4,6
 5971, 7,6,6,6,3,96,6,6,6,6
 5972, 1,6,6,6,6,96,6,6,6,6
 5973, 2,1,6,6,6,96,6,6,6,6
 5974, 1,6,6,6,6,96,6,6,6,6
 5975, 2,1,6,6,6, 4,6,6,3,6
 5976, 5,6,6,6,6,96,6,6,6,6
 5977, 7,6,6,6,3,96,6,6,6,6
 5978, 7,6,6,6,3, 4,6,6,4,6
 5979, 4,6,6,3,6,96,6,6,6,6
 5980, 4,6,6,3,6,96,6,6,6,6
 5981, 4,6,6,4,6,97,6,6,6,6
 5982, 3,6,1,6,6, 6,6,6,6,6
 5983, 4,6,6,4,6, 1,6,6,6,6
 5984, 3,6,2,6,6, 4,6,6,3,6
 5985, 6,6,6,6,6,96,6,6,6,6
 5986, 4,6,6,2,6,96,6,6,6,6
 5987, 2,7,6,6,6, 1,6,6,6,6
 5988, 6,6,6,6,6,96,6,6,6,6
 5989, 2,1,6,6,6, 7,6,6,6,3
