CASEID,ehg3_01b,ehg3_02b,ehg3_03b,ehg3_04b,ehg3_05b,eop_200,eop_210,eop_220,eop_230,eop_240
10993, 6,6,6,6,6, 7,6,6,6,3
10994, 2,1,6,6,6,96,6,6,6,6
10995, 2,1,6,6,6, 3,6,7,6,6
10996, 4,6,6,3,6,96,6,6,6,6
10997, 6,6,6,6,6, 4,6,6,3,6
10998, 1,6,6,6,6, 4,6,6,3,6
10999, 7,6,6,6,4, 6,6,6,6,6
11000, 4,6,6,3,6, 6,6,6,6,6
11001, 2,1,6,6,6, 4,6,6,4,6
11002, 6,6,6,6,6, 6,6,6,6,6
11003, 3,6,1,6,6,96,6,6,6,6
11004, 5,6,6,6,6, 6,6,6,6,6
11005, 4,6,6,3,6, 4,6,6,4,6
11006, 6,6,6,6,6,96,6,6,6,6
11007, 4,6,6,3,6,96,6,6,6,6
11008, 2,1,6,6,6, 2,1,6,6,6
11009, 4,6,6,3,6,96,6,6,6,6
11010, 6,6,6,6,6,96,6,6,6,6
11011, 6,6,6,6,6, 4,6,6,3,6
11012, 2,2,6,6,6,96,6,6,6,6
11013, 7,6,6,6,3,96,6,6,6,6
11014, 2,2,6,6,6, 4,6,6,3,6
11015, 6,6,6,6,6, 6,6,6,6,6
11016, 2,1,6,6,6,96,6,6,6,6
11017, 4,6,6,4,6,96,6,6,6,6
11018, 6,6,6,6,6, 7,6,6,6,3
11019, 6,6,6,6,6, 6,6,6,6,6
11020, 6,6,6,6,6, 6,6,6,6,6
11021, 4,6,6,3,6, 4,6,6,7,6
11022, 7,6,6,6,3, 7,6,6,6,3
11023, 2,1,6,6,6, 2,1,6,6,6
11024, 2,1,6,6,6, 4,6,6,7,6
11025, 4,6,6,3,6, 5,6,6,6,6
11026, 6,6,6,6,6, 6,6,6,6,6
11027, 1,6,6,6,6, 2,2,6,6,6
11028, 1,6,6,6,6, 1,6,6,6,6
11029, 1,6,6,6,6,96,6,6,6,6
11030, 5,6,6,6,6,96,6,6,6,6
11031, 5,6,6,6,6, 7,6,6,6,3
11032, 4,6,6,3,6, 4,6,6,3,6
11033, 4,6,6,3,6,96,6,6,6,6
11034, 1,6,6,6,6, 2,1,6,6,6
11035, 3,6,2,6,6, 3,6,1,6,6
11036, 3,6,2,6,6, 4,6,6,3,6
11037, 4,6,6,2,6, 1,6,6,6,6
11038, 6,6,6,6,6,96,6,6,6,6
11039, 6,6,6,6,6, 2,1,6,6,6
11040, 5,6,6,6,6,96,6,6,6,6
11041, 2,1,6,6,6,96,6,6,6,6
11042, 6,6,6,6,6,96,6,6,6,6
11043, 3,6,2,6,6,96,6,6,6,6
11044, 2,1,6,6,6,96,6,6,6,6
11045, 6,6,6,6,6,96,6,6,6,6
11046, 6,6,6,6,6,96,6,6,6,6
11047, 2,1,6,6,6, 1,6,6,6,6
11048, 2,1,6,6,6,96,6,6,6,6
11049, 1,6,6,6,6,96,6,6,6,6
11050, 4,6,6,4,6, 2,7,6,6,6
11051, 2,1,6,6,6, 2,1,6,6,6
11052, 4,6,6,3,6,96,6,6,6,6
11053, 2,1,6,6,6,96,6,6,6,6
11054, 4,6,6,3,6,96,6,6,6,6
11055, 2,1,6,6,6, 4,6,6,3,6
11056, 2,1,6,6,6, 1,6,6,6,6
11057, 5,6,6,6,6,96,6,6,6,6
11058, 1,6,6,6,6,96,6,6,6,6
11059, 4,6,6,3,6, 2,1,6,6,6
11060, 1,6,6,6,6, 2,1,6,6,6
11061, 7,6,6,6,3, 6,6,6,6,6
11062, 2,1,6,6,6, 2,1,6,6,6
11063, 4,6,6,4,6,96,6,6,6,6
11064, 6,6,6,6,6,96,6,6,6,6
11065, 4,6,6,3,6,96,6,6,6,6
11066, 4,6,6,3,6, 1,6,6,6,6
11067, 3,6,1,6,6,96,6,6,6,6
11068, 4,6,6,3,6, 3,6,2,6,6
11069, 6,6,6,6,6,96,6,6,6,6
11070, 4,6,6,4,6, 4,6,6,3,6
11071, 7,6,6,6,3, 4,6,6,4,6
11072, 6,6,6,6,6, 4,6,6,4,6
11073, 2,1,6,6,6,96,6,6,6,6
11074, 4,6,6,4,6,96,6,6,6,6
11075, 3,6,1,6,6, 4,6,6,3,6
11076, 1,6,6,6,6,96,6,6,6,6
11077,99,6,6,6,6,99,6,6,6,6
11078, 1,6,6,6,6,96,6,6,6,6
11079, 1,6,6,6,6, 2,2,6,6,6
11080, 1,6,6,6,6,96,6,6,6,6
11081, 2,1,6,6,6, 4,6,6,3,6
11082, 4,6,6,1,6, 6,6,6,6,6
11083, 7,6,6,6,3, 7,6,6,6,3
11084, 4,6,6,3,6, 6,6,6,6,6
11085, 1,6,6,6,6, 1,6,6,6,6
11086, 1,6,6,6,6,96,6,6,6,6
11087, 4,6,6,3,6, 4,6,6,4,6
11088, 2,1,6,6,6, 2,1,6,6,6
11089, 6,6,6,6,6,96,6,6,6,6
11090, 4,6,6,3,6, 6,6,6,6,6
11091, 1,6,6,6,6, 3,6,2,6,6
11092, 7,6,6,6,3,96,6,6,6,6
11093, 2,2,6,6,6,96,6,6,6,6
11094, 7,6,6,6,3, 5,6,6,6,6
11095, 2,1,6,6,6, 2,1,6,6,6
11096, 6,6,6,6,6, 6,6,6,6,6
11097, 3,6,1,6,6, 7,6,6,6,3
11098, 4,6,6,4,6,96,6,6,6,6
11099, 7,6,6,6,2, 7,6,6,6,2
11100, 3,6,1,6,6, 3,6,2,6,6
11101, 4,6,6,3,6,96,6,6,6,6
11102, 4,6,6,3,6, 6,6,6,6,6
11103, 6,6,6,6,6, 7,6,6,6,1
11104, 3,6,1,6,6, 2,7,6,6,6
11105, 2,1,6,6,6, 1,6,6,6,6
11106, 1,6,6,6,6,96,6,6,6,6
11107, 6,6,6,6,6, 4,6,6,3,6
11108, 6,6,6,6,6, 2,1,6,6,6
11109, 1,6,6,6,6, 2,1,6,6,6
11110, 4,6,6,3,6,97,6,6,6,6
11111, 6,6,6,6,6, 4,6,6,4,6
11112, 6,6,6,6,6, 4,6,6,4,6
11113, 6,6,6,6,6,96,6,6,6,6
11114, 6,6,6,6,6, 6,6,6,6,6
11115, 6,6,6,6,6, 6,6,6,6,6
11116, 7,6,6,6,3, 4,6,6,4,6
11117, 6,6,6,6,6, 6,6,6,6,6
11118, 7,6,6,6,3, 6,6,6,6,6
11119, 6,6,6,6,6,96,6,6,6,6
11120, 1,6,6,6,6,96,6,6,6,6
11121, 2,1,6,6,6, 2,1,6,6,6
11122, 2,1,6,6,6, 2,1,6,6,6
11123, 2,1,6,6,6,96,6,6,6,6
11124, 4,6,6,4,6, 4,6,6,4,6
11125, 6,6,6,6,6, 1,6,6,6,6
11126, 3,6,1,6,6, 4,6,6,4,6
11127, 2,1,6,6,6, 2,2,6,6,6
11128, 6,6,6,6,6, 6,6,6,6,6
11129, 4,6,6,4,6, 4,6,6,3,6
11130, 2,2,6,6,6, 1,6,6,6,6
11131, 6,6,6,6,6, 4,6,6,3,6
11132, 4,6,6,1,6,96,6,6,6,6
11133, 2,1,6,6,6, 2,2,6,6,6
11134, 6,6,6,6,6, 6,6,6,6,6
11135, 7,6,6,6,3,96,6,6,6,6
11136, 1,6,6,6,6, 6,6,6,6,6
11137, 2,1,6,6,6,96,6,6,6,6
11138, 2,1,6,6,6,96,6,6,6,6
11139, 4,6,6,4,6,96,6,6,6,6
11140, 4,6,6,3,6,96,6,6,6,6
11141, 2,1,6,6,6, 5,6,6,6,6
11142, 6,6,6,6,6, 5,6,6,6,6
11143, 1,6,6,6,6,96,6,6,6,6
11144, 6,6,6,6,6, 6,6,6,6,6
11145, 1,6,6,6,6, 1,6,6,6,6
11146, 4,6,6,4,6, 2,1,6,6,6
11147, 4,6,6,4,6, 4,6,6,4,6
11148, 2,1,6,6,6, 2,1,6,6,6
11149, 4,6,6,4,6,96,6,6,6,6
11150, 4,6,6,2,6, 6,6,6,6,6
11151, 2,2,6,6,6, 2,2,6,6,6
11152, 4,6,6,4,6,96,6,6,6,6
11153, 4,6,6,4,6,96,6,6,6,6
11154, 2,2,6,6,6, 2,1,6,6,6
11155, 4,6,6,3,6, 1,6,6,6,6
11156, 2,7,6,6,6, 2,7,6,6,6
11157, 7,6,6,6,3,96,6,6,6,6
11158, 7,6,6,6,1, 2,1,6,6,6
11159, 1,6,6,6,6, 4,6,6,3,6
11160, 4,6,6,4,6, 7,6,6,6,3
11161, 4,6,6,3,6, 2,1,6,6,6
11162, 4,6,6,3,6, 2,1,6,6,6
11163, 2,1,6,6,6,96,6,6,6,6
11164, 1,6,6,6,6,96,6,6,6,6
11165, 3,6,2,6,6,96,6,6,6,6
11166, 4,6,6,4,6, 1,6,6,6,6
11167, 3,6,2,6,6,96,6,6,6,6
11168, 2,1,6,6,6,96,6,6,6,6
11169, 5,6,6,6,6, 2,2,6,6,6
11170, 6,6,6,6,6, 6,6,6,6,6
11171, 6,6,6,6,6, 2,1,6,6,6
11172, 4,6,6,4,6, 4,6,6,2,6
11173, 7,6,6,6,3,97,6,6,6,6
11174, 4,6,6,3,6, 2,1,6,6,6
11175, 6,6,6,6,6, 4,6,6,4,6
11176, 2,1,6,6,6, 2,1,6,6,6
11177, 2,1,6,6,6,96,6,6,6,6
11178, 6,6,6,6,6,96,6,6,6,6
11179, 1,6,6,6,6,96,6,6,6,6
11180, 6,6,6,6,6, 3,6,2,6,6
11181, 2,1,6,6,6, 2,1,6,6,6
11182, 2,1,6,6,6, 4,6,6,4,6
11183, 6,6,6,6,6, 7,6,6,6,3
11184, 5,6,6,6,6,96,6,6,6,6
11185, 4,6,6,4,6, 4,6,6,4,6
11186, 1,6,6,6,6,96,6,6,6,6
11187, 5,6,6,6,6, 6,6,6,6,6
11188, 2,1,6,6,6,96,6,6,6,6
11189, 2,1,6,6,6, 2,1,6,6,6
11190, 1,6,6,6,6,96,6,6,6,6
11191, 4,6,6,3,6,96,6,6,6,6
11192, 7,6,6,6,4, 6,6,6,6,6
11193, 2,1,6,6,6,96,6,6,6,6
11194, 2,1,6,6,6,96,6,6,6,6
11195, 6,6,6,6,6,96,6,6,6,6
11196, 2,1,6,6,6, 2,1,6,6,6
11197, 1,6,6,6,6, 2,1,6,6,6
11198, 4,6,6,2,6,96,6,6,6,6
11199, 6,6,6,6,6, 7,6,6,6,3
11200, 7,6,6,6,4, 7,6,6,6,4
11201, 1,6,6,6,6, 1,6,6,6,6
11202, 5,6,6,6,6, 6,6,6,6,6
11203, 3,6,2,6,6, 4,6,6,3,6
11204, 6,6,6,6,6,96,6,6,6,6
11205, 1,6,6,6,6,96,6,6,6,6
11206, 1,6,6,6,6, 1,6,6,6,6
11207, 6,6,6,6,6,97,6,6,6,6
11208, 1,6,6,6,6,96,6,6,6,6
11209, 2,1,6,6,6,97,6,6,6,6
11210, 3,6,1,6,6, 4,6,6,2,6
11211, 4,6,6,3,6,96,6,6,6,6
11212, 2,2,6,6,6, 2,1,6,6,6
11213, 2,1,6,6,6, 4,6,6,2,6
11214, 2,1,6,6,6, 4,6,6,3,6
11215, 2,1,6,6,6,96,6,6,6,6
11216, 2,1,6,6,6,96,6,6,6,6
11217, 1,6,6,6,6,96,6,6,6,6
11218, 3,6,2,6,6, 2,1,6,6,6
11219, 6,6,6,6,6,96,6,6,6,6
11220, 2,1,6,6,6, 4,6,6,3,6
11221, 6,6,6,6,6,96,6,6,6,6
11222, 7,6,6,6,3, 4,6,6,4,6
11223, 1,6,6,6,6,96,6,6,6,6
11224, 6,6,6,6,6,97,6,6,6,6
11225, 1,6,6,6,6,96,6,6,6,6
11226, 4,6,6,4,6, 2,1,6,6,6
11227, 4,6,6,3,6, 4,6,6,4,6
11228, 4,6,6,2,6, 2,1,6,6,6
11229, 6,6,6,6,6,97,6,6,6,6
11230, 1,6,6,6,6, 1,6,6,6,6
11231, 2,1,6,6,6,96,6,6,6,6
11232, 2,1,6,6,6,96,6,6,6,6
11233, 6,6,6,6,6,96,6,6,6,6
11234, 3,6,2,6,6, 4,6,6,3,6
11235, 2,1,6,6,6,96,6,6,6,6
11236, 1,6,6,6,6, 1,6,6,6,6
11237, 1,6,6,6,6, 5,6,6,6,6
11238, 1,6,6,6,6,96,6,6,6,6
11239, 7,6,6,6,4, 2,1,6,6,6
11240, 2,1,6,6,6, 2,1,6,6,6
11241, 3,6,2,6,6, 3,6,2,6,6
11242, 2,1,6,6,6,96,6,6,6,6
11243, 1,6,6,6,6, 6,6,6,6,6
11244, 6,6,6,6,6,96,6,6,6,6
11245, 7,6,6,6,3, 6,6,6,6,6
11246, 1,6,6,6,6,96,6,6,6,6
11247, 2,2,6,6,6, 4,6,6,4,6
11248, 4,6,6,2,6, 4,6,6,4,6
11249, 6,6,6,6,6,96,6,6,6,6
11250, 2,1,6,6,6,96,6,6,6,6
11251, 1,6,6,6,6, 1,6,6,6,6
11252, 2,1,6,6,6, 1,6,6,6,6
11253, 6,6,6,6,6, 6,6,6,6,6
11254, 6,6,6,6,6, 4,6,6,3,6
11255, 6,6,6,6,6, 4,6,6,3,6
11256, 2,1,6,6,6,96,6,6,6,6
11257, 2,1,6,6,6, 7,6,6,6,3
11258, 6,6,6,6,6,96,6,6,6,6
11259, 7,6,6,6,3,96,6,6,6,6
11260, 4,6,6,2,6,97,6,6,6,6
11261, 4,6,6,4,6, 1,6,6,6,6
11262, 6,6,6,6,6, 3,6,7,6,6
11263, 6,6,6,6,6, 2,1,6,6,6
11264, 7,6,6,6,3,96,6,6,6,6
11265, 4,6,6,3,6, 7,6,6,6,1
11266, 5,6,6,6,6, 6,6,6,6,6
11267, 6,6,6,6,6, 6,6,6,6,6
11268, 4,6,6,4,6,96,6,6,6,6
11269, 1,6,6,6,6,96,6,6,6,6
11270, 6,6,6,6,6,96,6,6,6,6
11271, 2,2,6,6,6, 1,6,6,6,6
11272, 2,1,6,6,6,96,6,6,6,6
11273, 4,6,6,4,6,96,6,6,6,6
11274, 5,6,6,6,6, 5,6,6,6,6
11275, 2,2,6,6,6, 6,6,6,6,6
11276, 6,6,6,6,6, 6,6,6,6,6
11277, 4,6,6,3,6, 4,6,6,3,6
11278, 5,6,6,6,6, 3,6,1,6,6
11279, 1,6,6,6,6, 2,2,6,6,6
11280, 2,1,6,6,6, 4,6,6,3,6
11281, 4,6,6,3,6, 6,6,6,6,6
11282, 4,6,6,3,6,96,6,6,6,6
11283, 4,6,6,3,6, 7,6,6,6,3
11284, 6,6,6,6,6, 7,6,6,6,1
11285, 6,6,6,6,6,96,6,6,6,6
11286, 2,1,6,6,6,96,6,6,6,6
11287, 2,1,6,6,6, 2,2,6,6,6
11288, 4,6,6,3,6,96,6,6,6,6
11289, 6,6,6,6,6,96,6,6,6,6
11290, 5,6,6,6,6, 4,6,6,4,6
11291, 6,6,6,6,6, 4,6,6,3,6
11292, 7,6,6,6,3, 7,6,6,6,3
11293, 2,1,6,6,6, 3,6,2,6,6
11294,99,6,6,6,6, 6,6,6,6,6
11295, 1,6,6,6,6,96,6,6,6,6
11296, 1,6,6,6,6,96,6,6,6,6
11297, 7,6,6,6,2, 7,6,6,6,2
11298, 6,6,6,6,6, 7,6,6,6,2
11299, 6,6,6,6,6, 7,6,6,6,3
11300, 1,6,6,6,6,96,6,6,6,6
11301, 1,6,6,6,6,96,6,6,6,6
11302, 2,1,6,6,6, 2,1,6,6,6
11303, 7,6,6,6,3, 2,1,6,6,6
11304, 2,1,6,6,6, 3,6,2,6,6
11305, 4,6,6,3,6,96,6,6,6,6
11306, 2,1,6,6,6, 2,1,6,6,6
11307, 3,6,1,6,6, 2,1,6,6,6
11308, 7,6,6,6,3,96,6,6,6,6
11309, 7,6,6,6,1, 7,6,6,6,7
11310, 4,6,6,4,6, 3,6,2,6,6
11311, 4,6,6,4,6,96,6,6,6,6
11312, 4,6,6,3,6, 2,1,6,6,6
11313, 1,6,6,6,6, 1,6,6,6,6
11314, 1,6,6,6,6, 1,6,6,6,6
11315, 6,6,6,6,6,96,6,6,6,6
11316, 1,6,6,6,6,96,6,6,6,6
11317, 1,6,6,6,6,96,6,6,6,6
11318, 1,6,6,6,6,96,6,6,6,6
11319, 2,1,6,6,6, 2,1,6,6,6
11320, 3,6,2,6,6,96,6,6,6,6
11321, 6,6,6,6,6, 6,6,6,6,6
11322, 4,6,6,3,6, 4,6,6,3,6
11323, 5,6,6,6,6, 5,6,6,6,6
11324, 6,6,6,6,6,96,6,6,6,6
11325, 4,6,6,4,6, 4,6,6,4,6
11326, 2,1,6,6,6, 7,6,6,6,3
11327, 4,6,6,4,6,96,6,6,6,6
11328, 6,6,6,6,6, 3,6,2,6,6
11329, 7,6,6,6,3, 3,6,2,6,6
11330, 2,1,6,6,6, 2,1,6,6,6
11331, 1,6,6,6,6, 3,6,2,6,6
11332, 2,7,6,6,6,96,6,6,6,6
11333, 7,6,6,6,3,96,6,6,6,6
11334, 1,6,6,6,6,96,6,6,6,6
11335, 1,6,6,6,6,97,6,6,6,6
11336, 3,6,1,6,6, 6,6,6,6,6
11337, 1,6,6,6,6,96,6,6,6,6
11338, 6,6,6,6,6, 6,6,6,6,6
11339, 2,1,6,6,6, 2,1,6,6,6
11340, 4,6,6,4,6, 7,6,6,6,3
11341, 3,6,2,6,6, 6,6,6,6,6
11342, 4,6,6,2,6,96,6,6,6,6
11343, 6,6,6,6,6, 6,6,6,6,6
11344, 7,6,6,6,3, 7,6,6,6,3
11345, 4,6,6,4,6, 2,1,6,6,6
11346, 2,1,6,6,6, 2,1,6,6,6
11347, 6,6,6,6,6,96,6,6,6,6
11348, 4,6,6,3,6,96,6,6,6,6
11349, 2,1,6,6,6, 4,6,6,3,6
11350, 4,6,6,4,6, 5,6,6,6,6
11351, 6,6,6,6,6,96,6,6,6,6
11352, 7,6,6,6,3, 2,1,6,6,6
11353, 3,6,2,6,6, 5,6,6,6,6
11354, 1,6,6,6,6, 1,6,6,6,6
11355, 1,6,6,6,6,96,6,6,6,6
11356, 2,2,6,6,6, 1,6,6,6,6
11357, 6,6,6,6,6, 4,6,6,3,6
11358, 1,6,6,6,6, 2,2,6,6,6
11359, 6,6,6,6,6, 7,6,6,6,3
11360, 2,1,6,6,6, 3,6,2,6,6
11361, 2,2,6,6,6, 1,6,6,6,6
11362, 6,6,6,6,6, 2,2,6,6,6
11363, 1,6,6,6,6,96,6,6,6,6
11364, 2,1,6,6,6,96,6,6,6,6
11365, 4,6,6,3,6, 6,6,6,6,6
11366, 4,6,6,3,6,96,6,6,6,6
11367, 7,6,6,6,3, 2,1,6,6,6
11368, 4,6,6,3,6, 1,6,6,6,6
11369, 2,1,6,6,6,96,6,6,6,6
11370, 2,1,6,6,6, 7,6,6,6,7
11371, 7,6,6,6,3,96,6,6,6,6
11372, 4,6,6,4,6, 2,1,6,6,6
11373, 4,6,6,4,6, 2,1,6,6,6
11374, 1,6,6,6,6,96,6,6,6,6
11375, 3,6,1,6,6, 4,6,6,4,6
11376, 6,6,6,6,6, 4,6,6,3,6
11377, 2,1,6,6,6, 5,6,6,6,6
11378, 4,6,6,3,6, 4,6,6,3,6
11379, 2,2,6,6,6,96,6,6,6,6
11380,98,6,6,6,6,96,6,6,6,6
11381, 4,6,6,3,6, 6,6,6,6,6
11382, 2,1,6,6,6, 6,6,6,6,6
11383, 3,6,1,6,6, 4,6,6,3,6
11384, 2,1,6,6,6, 4,6,6,4,6
11385, 6,6,6,6,6, 3,6,2,6,6
11386, 4,6,6,4,6, 7,6,6,6,7
11387, 1,6,6,6,6, 2,1,6,6,6
11388, 6,6,6,6,6,96,6,6,6,6
11389, 6,6,6,6,6, 7,6,6,6,1
11390, 2,2,6,6,6,96,6,6,6,6
11391, 2,2,6,6,6, 2,1,6,6,6
11392, 6,6,6,6,6,96,6,6,6,6
11393, 2,1,6,6,6, 3,6,2,6,6
11394, 4,6,6,4,6, 1,6,6,6,6
11395, 7,6,6,6,3, 7,6,6,6,3
11396, 3,6,7,6,6, 3,6,2,6,6
11397, 2,1,6,6,6,96,6,6,6,6
11398, 2,2,6,6,6,96,6,6,6,6
11399, 6,6,6,6,6, 6,6,6,6,6
11400, 4,6,6,4,6, 6,6,6,6,6
11401, 4,6,6,3,6, 4,6,6,3,6
11402, 4,6,6,2,6,96,6,6,6,6
11403, 4,6,6,3,6, 3,6,1,6,6
11404, 4,6,6,2,6, 4,6,6,2,6
11405, 4,6,6,3,6,96,6,6,6,6
11406, 1,6,6,6,6,96,6,6,6,6
11407, 6,6,6,6,6,96,6,6,6,6
11408, 6,6,6,6,6, 7,6,6,6,3
11409, 4,6,6,4,6, 4,6,6,4,6
11410, 2,1,6,6,6,96,6,6,6,6
11411, 7,6,6,6,3, 6,6,6,6,6
11412, 4,6,6,4,6, 4,6,6,4,6
11413, 2,1,6,6,6,96,6,6,6,6
11414, 2,2,6,6,6, 2,1,6,6,6
11415, 6,6,6,6,6,96,6,6,6,6
11416, 1,6,6,6,6,96,6,6,6,6
11417, 7,6,6,6,3,96,6,6,6,6
11418, 6,6,6,6,6, 6,6,6,6,6
11419, 4,6,6,3,6, 1,6,6,6,6
11420, 2,1,6,6,6, 2,1,6,6,6
11421, 2,1,6,6,6, 3,6,2,6,6
11422, 4,6,6,3,6, 4,6,6,3,6
11423, 6,6,6,6,6,96,6,6,6,6
11424, 3,6,2,6,6, 3,6,1,6,6
11425, 2,2,6,6,6,96,6,6,6,6
11426, 6,6,6,6,6, 6,6,6,6,6
11427, 7,6,6,6,3,96,6,6,6,6
11428, 4,6,6,3,6,97,6,6,6,6
11429, 6,6,6,6,6, 5,6,6,6,6
11430, 6,6,6,6,6,96,6,6,6,6
11431, 4,6,6,3,6, 4,6,6,4,6
11432, 6,6,6,6,6,96,6,6,6,6
11433, 6,6,6,6,6, 4,6,6,4,6
11434, 7,6,6,6,3, 6,6,6,6,6
11435, 2,1,6,6,6,96,6,6,6,6
11436, 1,6,6,6,6,96,6,6,6,6
11437, 1,6,6,6,6,96,6,6,6,6
11438, 1,6,6,6,6,96,6,6,6,6
11439, 7,6,6,6,3, 7,6,6,6,4
11440, 4,6,6,4,6, 6,6,6,6,6
11441, 1,6,6,6,6,96,6,6,6,6
11442, 3,6,1,6,6, 6,6,6,6,6
11443, 4,6,6,3,6, 2,1,6,6,6
11444, 6,6,6,6,6, 4,6,6,3,6
11445, 6,6,6,6,6,96,6,6,6,6
11446, 4,6,6,3,6,96,6,6,6,6
11447, 1,6,6,6,6, 1,6,6,6,6
11448, 6,6,6,6,6,96,6,6,6,6
11449, 7,6,6,6,3, 2,7,6,6,6
11450, 1,6,6,6,6, 4,6,6,4,6
11451, 4,6,6,4,6, 6,6,6,6,6
11452, 2,1,6,6,6,96,6,6,6,6
11453, 6,6,6,6,6, 7,6,6,6,3
11454, 3,6,1,6,6, 2,1,6,6,6
11455, 1,6,6,6,6, 1,6,6,6,6
11456, 6,6,6,6,6,96,6,6,6,6
11457, 6,6,6,6,6, 6,6,6,6,6
11458, 6,6,6,6,6,96,6,6,6,6
11459, 2,1,6,6,6,96,6,6,6,6
11460, 2,1,6,6,6, 2,1,6,6,6
11461, 2,1,6,6,6, 5,6,6,6,6
11462, 6,6,6,6,6, 6,6,6,6,6
11463, 1,6,6,6,6,96,6,6,6,6
11464, 2,1,6,6,6, 4,6,6,4,6
11465, 4,6,6,3,6, 2,7,6,6,6
11466, 2,2,6,6,6,96,6,6,6,6
11467, 1,6,6,6,6,96,6,6,6,6
11468, 5,6,6,6,6, 5,6,6,6,6
11469, 1,6,6,6,6,96,6,6,6,6
11470, 4,6,6,4,6, 2,2,6,6,6
11471, 4,6,6,3,6, 6,6,6,6,6
11472, 6,6,6,6,6, 3,6,2,6,6
11473, 7,6,6,6,3,96,6,6,6,6
11474, 4,6,6,3,6, 5,6,6,6,6
11475, 2,2,6,6,6, 2,1,6,6,6
11476, 2,2,6,6,6,97,6,6,6,6
11477, 2,1,6,6,6, 2,1,6,6,6
11478, 6,6,6,6,6, 5,6,6,6,6
11479, 2,1,6,6,6,96,6,6,6,6
11480, 7,6,6,6,3, 7,6,6,6,3
11481, 4,6,6,2,6, 3,6,2,6,6
11482, 2,1,6,6,6,96,6,6,6,6
11483, 4,6,6,3,6, 4,6,6,3,6
11484, 4,6,6,3,6,96,6,6,6,6
11485, 7,6,6,6,3,96,6,6,6,6
11486, 2,1,6,6,6,96,6,6,6,6
11487, 4,6,6,2,6,96,6,6,6,6
11488, 4,6,6,2,6,96,6,6,6,6
11489, 7,6,6,6,4,99,6,6,6,6
11490, 7,6,6,6,3, 2,1,6,6,6
11491, 2,1,6,6,6, 1,6,6,6,6
11492, 4,6,6,3,6, 4,6,6,4,6
11493, 2,1,6,6,6, 3,6,1,6,6
11494, 1,6,6,6,6,96,6,6,6,6
11495, 6,6,6,6,6, 6,6,6,6,6
11496, 7,6,6,6,1, 4,6,6,3,6
11497, 1,6,6,6,6,96,6,6,6,6
11498, 2,1,6,6,6,96,6,6,6,6
11499, 3,6,2,6,6, 5,6,6,6,6
11500, 4,6,6,4,6,96,6,6,6,6
11501, 2,1,6,6,6,96,6,6,6,6
11502, 6,6,6,6,6, 4,6,6,4,6
11503, 4,6,6,3,6, 5,6,6,6,6
11504, 4,6,6,2,6,96,6,6,6,6
11505, 4,6,6,2,6,97,6,6,6,6
11506, 2,1,6,6,6,96,6,6,6,6
11507, 2,1,6,6,6,96,6,6,6,6
11508, 7,6,6,6,3,96,6,6,6,6
11509, 7,6,6,6,3, 6,6,6,6,6
11510, 6,6,6,6,6,96,6,6,6,6
11511, 4,6,6,4,6, 4,6,6,4,6
11512, 5,6,6,6,6, 7,6,6,6,3
11513, 4,6,6,4,6, 6,6,6,6,6
11514, 2,1,6,6,6, 5,6,6,6,6
11515, 6,6,6,6,6,96,6,6,6,6
11516, 2,1,6,6,6,96,6,6,6,6
11517, 2,1,6,6,6,96,6,6,6,6
11518, 7,6,6,6,3, 6,6,6,6,6
11519, 6,6,6,6,6,96,6,6,6,6
11520, 3,6,1,6,6, 2,1,6,6,6
11521,99,6,6,6,6,99,6,6,6,6
11522, 6,6,6,6,6,96,6,6,6,6
11523, 3,6,1,6,6, 2,1,6,6,6
11524, 4,6,6,4,6, 7,6,6,6,3
11525, 6,6,6,6,6,96,6,6,6,6
11526, 2,1,6,6,6, 2,1,6,6,6
11527, 4,6,6,4,6,96,6,6,6,6
11528, 2,1,6,6,6,96,6,6,6,6
11529, 4,6,6,3,6, 7,6,6,6,4
11530, 3,6,1,6,6,96,6,6,6,6
11531, 6,6,6,6,6, 6,6,6,6,6
11532, 7,6,6,6,4, 6,6,6,6,6
11533, 6,6,6,6,6, 6,6,6,6,6
11534, 4,6,6,3,6, 1,6,6,6,6
11535, 4,6,6,3,6, 4,6,6,4,6
11536, 6,6,6,6,6,96,6,6,6,6
11537, 6,6,6,6,6, 6,6,6,6,6
11538, 3,6,2,6,6, 3,6,1,6,6
11539, 1,6,6,6,6, 1,6,6,6,6
11540, 5,6,6,6,6, 4,6,6,3,6
11541, 3,6,2,6,6, 6,6,6,6,6
11542, 4,6,6,4,6,96,6,6,6,6
11543, 7,6,6,6,3, 6,6,6,6,6
11544, 2,1,6,6,6, 4,6,6,4,6
11545, 1,6,6,6,6, 1,6,6,6,6
11546, 2,1,6,6,6,96,6,6,6,6
11547, 3,6,2,6,6, 2,1,6,6,6
11548, 1,6,6,6,6, 7,6,6,6,3
11549, 4,6,6,4,6, 7,6,6,6,3
11550, 3,6,2,6,6,96,6,6,6,6
11551, 7,6,6,6,1, 7,6,6,6,3
11552, 3,6,2,6,6,96,6,6,6,6
11553, 6,6,6,6,6, 4,6,6,3,6
11554, 2,1,6,6,6, 5,6,6,6,6
11555, 2,2,6,6,6, 2,1,6,6,6
11556, 2,1,6,6,6, 2,1,6,6,6
11557, 4,6,6,8,6,98,6,6,6,6
11558, 3,6,1,6,6, 2,1,6,6,6
